,paper id,doi,title,year,forum,forum id
537,journals/toplas/ZhaoSS20,10.1145/3379446,Debugging Large-scale Datalog - A Scalable Provenance Evaluation Strategy.,2020,ACM Trans. Program. Lang. Syst.,journals/toplas
538,journals/toplas/WangSH15,10.1145/2734117,An Extension of ATL with Strategy Interaction.,2015,ACM Trans. Program. Lang. Syst.,journals/toplas
539,journals/toplas/GawlitzaS11,10.1145/1961204.1961207,Solving systems of rational equations through strategy iteration.,2011,ACM Trans. Program. Lang. Syst.,journals/toplas
540,journals/toplas/HuangCS10,10.1145/1734206.1734212,Detecting bugs in register allocation.,2010,ACM Trans. Program. Lang. Syst.,journals/toplas
541,journals/toplas/Copperman94,10.1145/177492.177517,Debugging Optimized Code Without Being Misled.,1994,ACM Trans. Program. Lang. Syst.,journals/toplas
542,journals/toplas/CoppermanM93,10.1145/169701.214526,A Further Note on Hennessy&apos;s &quot;Symbolic Debugging of Optimized Code&quot;.,1993,ACM Trans. Program. Lang. Syst.,journals/toplas
543,journals/toplas/ChoiMN91,10.1145/115372.115324,Techniques for Debugging Parallel Programs with Flowback Analysis.,1991,ACM Trans. Program. Lang. Syst.,journals/toplas
544,journals/toplas/Brent89,10.1145/65979.65981,Efficient Implementation of the First-Fit Strategy for Dynamic Storage Allocation.,1989,ACM Trans. Program. Lang. Syst.,journals/toplas
545,journals/toplas/WallST85,10.1145/2363.215005,A Note on Hennessy&apos;s &quot;Symbolic Debugging of Optimized Code&quot;.,1985,ACM Trans. Program. Lang. Syst.,journals/toplas
546,journals/toplas/Hennessy82,10.1145/357172.357173,Symbolic Debugging of Optimized Code.,1982,ACM Trans. Program. Lang. Syst.,journals/toplas
547,journals/toplas/PaiK80,10.1145/357084.357086,Global Context Recovery - A New Strategy for Syntactic Error Recovery by Table-Drive Parsers.,1980,ACM Trans. Program. Lang. Syst.,journals/toplas
548,conf/aied/BakerNOHASSMPMB21,10.1007/978-3-030-78292-4_5,Affect-Targeted Interviews for Understanding Student Frustration.,2021,AIED,conf/aied
549,conf/aied/GuptaMLRAMWWA21,10.1007/978-3-030-78292-4_15,Affective Teacher Tools - Affective Class Report Card and Dashboard.,2021,AIED,conf/aied
550,conf/aied/Kumar21a,10.1007/978-3-030-78270-2_39,Long Term Retention of Programming Concepts Learned Using Tracing Versus Debugging Tutors.,2021,AIED,conf/aied
551,conf/aied/SpitzKB21,10.1007/978-3-030-78270-2_58,Exploring the Working and Effectiveness of Norm-Model Feedback in Conceptual Modelling - A Preliminary Report.,2021,AIED,conf/aied
552,conf/aied/KashiharaIG19,10.1007/978-3-030-23207-8_24,Robot Lecture for Enhancing Non-verbal Behavior in Lecture.,2019,AIED,conf/aied
553,conf/aied/Singh19,10.1007/978-3-030-23207-8_73,Leveraging Student Self-reports to Predict Learning Outcomes.,2019,AIED,conf/aied
554,conf/aied/McCarthySMFSM18,10.1007/978-3-319-93846-2_39,iSTART-E - Reading Comprehension Strategy Training for Spanish Speakers.,2018,AIED,conf/aied
555,conf/aied/PerezMIBBBR18,10.1007/978-3-319-93846-2_50,Control of Variables Strategy Across Phases of Inquiry in Virtual Labs.,2018,AIED,conf/aied
556,conf/aied/Porayska-Pomsta18,10.1007/978-3-319-93846-2_52,Adolescents&apos; Self-regulation During Job Interviews Through an AI Coaching Environment.,2018,AIED,conf/aied
557,conf/aied/Porayska-Pomsta18a,10.1007/978-3-319-93846-2_86,Leveraging Non-cognitive Student Self-reports to Predict Learning Outcomes.,2018,AIED,conf/aied
558,conf/aied/ForsythPZLGC17,10.1007/978-3-319-61425-0_51,Interactive Score Reporting - An AutoTutor-Based System for Teachers.,2017,AIED,conf/aied
559,conf/aied/LazarMB17,10.1007/978-3-319-61425-0_14,Automatic Extraction of AST Patterns for Debugging Student Programs.,2017,AIED,conf/aied
560,conf/aied/VillamorPSCMR17,10.1007/978-3-319-61425-0_67,Assessing the Collaboration Quality in the Pair Program Tracing and Debugging Eye-Tracking Experiment.,2017,AIED,conf/aied
561,conf/aied/DamianBLGMA15,10.1007/978-3-319-19773-9_9,Games are Better than Books - In-Situ Comparison of an Interactive Job Interview Game with Conventional Training.,2015,AIED,conf/aied
562,conf/aied/SelentH15,10.1007/978-3-319-19773-9_112,When More Intelligent Tutoring in the Form of Buggy Messages Does not Help.,2015,AIED,conf/aied
563,conf/aied/WixonAOWBA15,,La Mort du Chercheur - How Well do Students&apos; Subjective Understandings of Affective Representations Used in Self- Report Align with One Another&apos;s and Researchers&apos;?,2015,AIED Workshops,conf/aied
564,conf/aied/AlcornGP13,10.1007/978-3-642-39112-5_49,Deliberate System-Side Errors as a Potential Pedagogic Strategy for Exploratory Virtual Learning Environments.,2013,AIED,conf/aied
565,conf/aied/CarterB13,10.1007/978-3-642-39112-5_134,An Intelligent Tutoring System to Teach Debugging.,2013,AIED,conf/aied
566,conf/aied/NguyenL13a,10.1007/978-3-642-39112-5_89,Predicting Low vs. High Disparity between Peer and Expert Ratings in Peer Reviews of Physics Lab Reports.,2013,AIED,conf/aied
567,conf/aied/SegedyBBJ13,10.1007/978-3-642-39112-5_54,Guided Skill Practice as an Adaptive Scaffolding Strategy in Open-Ended Learning Environments.,2013,AIED,conf/aied
568,conf/aied/AvramidesB09,10.3233/978-1-60750-028-5-587,"Motivational Diagnosis in ITSs - Collaborative, Reflective Self-Report.",2009,AIED,conf/aied
569,conf/aied/ChenLCC09a,10.3233/978-1-60750-028-5-734,Designing Virtual Animal Companions by Emotional Responsibility Strategy.,2009,AIED,conf/aied
570,conf/aied/MostowC09,10.3233/978-1-60750-028-5-465,Generating Instruction Automatically for the Reading Strategy of Self-Questioning.,2009,AIED,conf/aied
571,conf/aied/ChiV07,,Accelerated Future Learning via Explicit Instruction of a Problem Solving Strategy.,2007,AIED,conf/aied
572,conf/aied/Rose07,,TagHelper Tools - Tools for Supporting the Analysis of Verbal Data.,2007,AIED,conf/aied
573,conf/aied/BaylorKSL05,,Designing effective nonverbal communication for pedagogical agents.,2005,AIED,conf/aied
574,conf/aied/Bollen05,,Generating Reports of Graphical Modelling Processes for Authoring and Presentation.,2005,AIED,conf/aied
575,conf/aied/EugenioLKCO05,,Positive and negative verbal feedback for Intelligent Tutoring Systems.,2005,AIED,conf/aied
576,conf/iticse/DuX021,10.1145/3456565.3460049,A Debugging Learning Trajectory for Text-Based Programming Learners.,2021,ITiCSE,conf/iticse
577,conf/iticse/EllisBFE21,10.1145/3430665.3456376,Experience Report - Exploring the Use of CTF-based Co-Curricular Instruction to Increase Student Comfort and Success in Computing.,2021,ITiCSE,conf/iticse
578,conf/iticse/GrauxJJS21,10.1145/3430665.3456325,Deploying a Strategy to Unlock Big Data Research and Teaching Activities in the West Balkan Region.,2021,ITiCSE,conf/iticse
579,conf/iticse/KapoorG21,10.1145/3456565.3460033,Introducing a Technical Interview Preparation Activity in a Data Structures and Algorithms Course.,2021,ITiCSE,conf/iticse
580,conf/iticse/Krause-LevyMAP21,10.1145/3430665.3456340,Experience Report - Designing Massive Open Online Computer Science Courses for Inclusion.,2021,ITiCSE,conf/iticse
581,conf/iticse/LeeKC21,10.1145/3430665.3456323,Assessing Programming Skills and Knowledge During the COVID-19 Pandemic - An Experience Report.,2021,ITiCSE,conf/iticse
582,conf/iticse/LunnRHWGC21,10.1145/3430665.3456362,"The Impact of Technical Interviews, and other Professional and Cultural Experiences on Students&apos; Computing Identity.",2021,ITiCSE,conf/iticse
583,conf/iticse/Silvis-Cividjian21,10.1145/3430665.3456330,Good Bug Hunting - Inspiring and Motivating Software Testing Novices.,2021,ITiCSE,conf/iticse
584,conf/iticse/2021wgr,10.1145/3456565,"ITiCSE 2021 - 26th ACM Conference on Innovation and Technology in Computer Science Education, Virtual Event, Germany, June 26 - July 1, 2021 - Working Group Reports.",2021,ITiCSE,conf/iticse
585,conf/iticse/DennyPB20,10.1145/3341525.3387384,Error Message Readability and Novice Debugging Performance.,2020,ITiCSE,conf/iticse
586,conf/iticse/FradrichOKHF20,10.1145/3341525.3387389,Common Bugs in Scratch Programs.,2020,ITiCSE,conf/iticse
587,conf/iticse/Silvis-Cividjian20,10.1145/3341525.3393975,VU-BugZoo - A Persuasive Platform for Teaching Software Testing.,2020,ITiCSE,conf/iticse
588,conf/iticse/ValstarGP20,10.1145/3341525.3387424,Using DevContainers to Standardize Student Development Environments - An Experience Report.,2020,ITiCSE,conf/iticse
589,conf/iticse/2020wgr,10.1145/3437800,"Proceedings of the Working Group Reports on Innovation and Technology in Computer Science Education, ITiCSE 2020, Trondheim, Norway, June 15-19, 2020",2020,ITiCSE,conf/iticse
590,conf/iticse/AdamDF19,10.1145/3304221.3319738,Direct Manipulation versus Text-based Programming - An experiment report.,2019,ITiCSE,conf/iticse
591,conf/iticse/CuttsBADDPSS19,10.1145/3304221.3319785,Experience Report - Thinkathon - Countering an &quot;I Got It Working&quot; Mentality with Pencil-and-Paper Exercises.,2019,ITiCSE,conf/iticse
592,conf/iticse/Gama19,10.1145/3304221.3319777,Developing Course Projects in a Hack Day - An Experience Report.,2019,ITiCSE,conf/iticse
593,conf/iticse/GhafoorBRH19,10.1145/3304221.3325573,Unplugged Activities to Introduce Parallel Computing in Introductory Programming Classes - an Experience Report.,2019,ITiCSE,conf/iticse
594,conf/iticse/NisiotisK19,10.1145/3304221.3319743,The Relationship Between Students&apos; Engagement and the Development of Transactive Memory Systems in MUVE - An Experience Report.,2019,ITiCSE,conf/iticse
595,conf/iticse/2019wgr,10.1145/3344429,"Proceedings of the Working Group Reports on Innovation and Technology in Computer Science Education, ITiCSE 2019, Aberdeen, Scotland Uk, July 15-17, 2019",2019,ITiCSE,conf/iticse
596,conf/iticse/Kumar18,10.1145/3197091.3197106,Collateral learning of mobile computing - an experience report.,2018,ITiCSE,conf/iticse
597,conf/iticse/LiaoGP18,10.1145/3197091.3197118,Classroom experience report on jigsaw learning.,2018,ITiCSE,conf/iticse
598,conf/iticse/Luxton-ReillyMS18,10.1145/3197091.3197098,Ladebug - an online tool to help novice programmers improve their debugging skills.,2018,ITiCSE,conf/iticse
599,conf/iticse/PaspallisPAAKRT18,10.1145/3197091.3197093,An experience report on the effectiveness of five themed workshops at inspiring high school students to learn coding.,2018,ITiCSE,conf/iticse
600,conf/iticse/BorstlerSTADHJK17a,10.1145/3174781.3174785,&quot;I know it when I see it&quot; Perceptions of Code Quality - ITiCSE &apos;17 Working Group Report.,2017,ITiCSE-WGR,conf/iticse
601,conf/iticse/CampbellCL17,10.1145/3059009.3059027,Computing for Medicine - An Experience Report.,2017,ITiCSE,conf/iticse
602,conf/iticse/Estrada17,10.1145/3059009.3059025,Practical Robotics in Computer Science Using the LEGO NXT - An Experience Report.,2017,ITiCSE,conf/iticse
603,conf/iticse/EstradaT17,10.1145/3059009.3059023,Bridging the Gap Between Desired and Actual Qualifications of Teaching Assistants - An Experience Report.,2017,ITiCSE,conf/iticse
604,conf/iticse/LeyzbergLM17,10.1145/3059009.3059057,Nailing the TA Interview - Using a Rubric to Hire Teaching Assistants.,2017,ITiCSE,conf/iticse
605,conf/iticse/SabbaghGAR17,10.1145/3059009.3059012,Computing Curriculum in Middle Schools - An Experience Report.,2017,ITiCSE,conf/iticse
606,conf/iticse/2017wgr,10.1145/3174781,"Proceedings of the 2017 ITiCSE Working Group Reports, ITiCSE-WGR 2017, Bologna, Italy, July 3-5, 2017.",2017,ITiCSE-WGR,conf/iticse
607,conf/iticse/BurgPTS16,10.1145/2899415.2899461,"A STEM Incubator to Engage Students in Hands-on, Relevant Learning - A Report from the Field.",2016,ITiCSE,conf/iticse
608,conf/iticse/MarquesOB16,10.1145/2899415.2899459,Software Engineering Education in Chile - Status Report.,2016,ITiCSE,conf/iticse
609,conf/iticse/RoseT16,10.1145/2899415.2899434,Using a Student Consultant in a Computer Science Course - An Experience Report.,2016,ITiCSE,conf/iticse
610,conf/iticse/Viola16,10.1145/2899415.2925476,Industry Perspectives and the IT2017 Report.,2016,ITiCSE,conf/iticse
611,conf/iticse/2016wgr,10.1145/3024906,"Proceedings of the 2016 ITiCSE Working Group Reports, ITiCSE-WGR 2016, Arequipa, Peru, July 9-13, 2016",2016,ITiCSE-WGR,conf/iticse
612,conf/iticse/BrianTHF15,10.1145/2729094.2742631,Planting Bugs - A System for Testing Students&apos; Unit Tests.,2015,ITiCSE,conf/iticse
613,conf/iticse/2015wgr,10.1145/2858796,"Proceedings of the 2015 ITiCSE Working Group Reports, ITICSE-WGR 2015, Vilnius, Lithuania, July 4-8, 2015",2015,ITICSE-WGR,conf/iticse
614,conf/iticse/2014wgr,10.1145/2713609,"Proceedings of the Working Group Reports of the 2014 on Innovation &amp; Technology in Computer Science Education Conference, ITiCSE-WGR 2014, Uppsala, Sweden, June 23-25, 2014",2014,ITiCSE-WGR,conf/iticse
615,conf/iticse/2013wgr,10.1145/2543882,"Proceedings of the ITiCSE working group reports conference on Innovation and technology in computer science education-working group reports, ITiCSE-WGR 2013, Canterbury, England, United Kingdom, June 29 - July 3, 2013",2013,ITiCSE-WGR,conf/iticse
616,conf/iticse/BrownPSE12,10.1145/2325296.2325323,"JUG - a JUnit generation, time complexity analysis and reporting tool to streamline grading.",2012,ITiCSE,conf/iticse
617,conf/iticse/DrorR12,10.1145/2325296.2325399,The effect of mathematical vs. verbal formulation for finite automata.,2012,ITiCSE,conf/iticse
618,conf/iticse/2012wgr,10.1145/2426636,"Proceedings of the final reports on Innovation and technology in computer science education 2012 working groups, ITiCSE-WGR 2012, Haifa, Israel, July 3-5, 2012",2012,ITiCSE-WGR,conf/iticse
619,conf/iticse/KurianMJ11,10.1145/1999747.1999884,IR2gT - a report generation tool for institutional repository.,2011,ITiCSE,conf/iticse
620,conf/iticse/MartinezC11,10.1145/1999747.1999821,A cooperative learning-based strategy for teaching relational algebra.,2011,ITiCSE,conf/iticse
621,conf/iticse/PorterLSCZ11,10.1145/1999747.1999788,Experience report - a multi-classroom report on the value of peer instruction.,2011,ITiCSE,conf/iticse
622,conf/iticse/VirsedaM11,10.1145/1999747.1999866,An innovative teaching tool based on semantic tableaux for verification and debugging of programs.,2011,ITiCSE,conf/iticse
623,conf/iticse/2011wgr,10.1145/2078856,"Proceedings of the 16th annual conference reports on Innovation and technology in computer science education - working group reports, ITiCSE-WGR 2011, Darmstadt, Germany, June 27-29, 2011",2011,ITiCSE-WGR,conf/iticse
624,conf/iticse/CarterWFKMW10,10.1145/1971681.1971685,ITiCSE 2010 working group report motivating our top students.,2010,ITiCSE-WGR,conf/iticse
625,conf/iticse/SimonKPZ10,10.1145/1822090.1822151,Experience report - CS1 for majors with media computation.,2010,ITiCSE,conf/iticse
626,conf/iticse/Williams-KingAC10,10.1145/1822090.1822100,Enbug - when debuggers go bad.,2010,ITiCSE,conf/iticse
627,conf/iticse/2010wgr,10.1145/1971681,"Proceedings of the 2010 ITiCSE working group reports, ITiCSE-WGR 2010, Ankara, Turkey, June 28-30, 2010",2010,ITiCSE-WGR,conf/iticse
628,journals/sigcse/JoyceKM07,10.1145/1345375.1345433,Report on improving SIGCSE/ITiCSE program creation process.,2007,ACM SIGCSE Bull.,conf/iticse
629,journals/sigcse/SimonFMHHHHMST07,10.1145/1345375.1345437,Debugging assistance for novices - a video repository.,2007,ACM SIGCSE Bull.,conf/iticse
630,conf/iticse/BiancoT06,10.1145/1140124.1140180,One step further the ACM K-12 final report - a proposal for level 1 - computer organization for K-8.,2006,ITiCSE,conf/iticse
631,conf/iticse/AhmadzadehEH05,10.1145/1067445.1067472,An analysis of patterns of debugging among novice computer science students.,2005,ITiCSE,conf/iticse
632,conf/iticse/Dick05,10.1145/1067445.1067456,Student interviews as a tool for assessment and learning in a systems analysis and design course.,2005,ITiCSE,conf/iticse
633,conf/iticse/Gorgone04,10.1145/1044550.1041634,Information systems and the overview report for computing curricula 2004.,2004,ITiCSE-WGR,conf/iticse
634,conf/iticse/Lopez-HerrejonS04,10.1145/1007996.1008051,Using interactive technology in a short java course - an experience report.,2004,ITiCSE,conf/iticse
635,conf/iticse/Tanaka-IshiiKT04,10.1145/1007996.1008116,EMMA - a web-based report system for programming course--automated verification and enhanced feedback.,2004,ITiCSE,conf/iticse
636,conf/iticse/2004wgr,10.1145/1044550,"Working group reports from ITiCSE on Innovation and technology in computer science education, ITiCSE-WGR 2004, Leeds, United Kingdom, June 28-30, 2004",2004,ITiCSE-WGR,conf/iticse
637,conf/iticse/CasselK02,10.1145/544414.544466,A state of the course report - computer organization &amp; architecture.,2002,ITiCSE,conf/iticse
638,conf/iticse/WilsonPS01,10.1145/377435.377691,On-line dynamic interviews (ODIN) - a means of overcoming distance in student-teacher relations.,2001,ITiCSE,conf/iticse
639,conf/iticse/OuCLL00,10.1145/343048.343079,"Instructional instruments for Web group learning systems - the grouping, intervention, and strategy.",2000,ITiCSE,conf/iticse
640,conf/iticse/Scanlan00,10.1145/343048.343232,Student preference for multimedia-based lectures (poster session) - a preliminary report.,2000,ITiCSE,conf/iticse
641,conf/iticse/EllisHSLDCRT99,10.1145/305786.305871,A collaborative strategy for developing shared Java teaching resources to support first year programming.,1999,ITiCSE,conf/iticse
642,conf/iticse/SternSN99,10.1145/305786.305891,A strategy for managing content complexity in algorithm animation.,1999,ITiCSE,conf/iticse
643,conf/iticse/Clear98,10.1145/282991.283582,A generic collaborative database - part of a strategy to internationalise the curriculum and develop teamwork and communication capabilities (poster).,1998,ITiCSE,conf/iticse
644,conf/iticse/GoldweberIBCDFM97,10.1145/266057.266119,Historical perspectives on the computing curriculum (report of the ITiCSE 1997 working group on historical perspectives in computing education).,1997,ITiCSE-WGR,conf/iticse
645,conf/iticse/GrangerLABGJMY97,10.1145/266057.266075,Using information technology to integrate social and ethical issues into the computer science and information systems curriculum (report of the ITiCSE 1997 working group on social and ethical issue in computing curricula).,1997,ITiCSE-WGR,conf/iticse
646,conf/iticse/JoyceKGKKLLSW97,10.1145/266057.266058,"Developing laboratories for the SIGCSE computing laboratory repository - guidelines, recommendations, and sample labs (report of the ITiCSE 1997 working group on designing laboratory materials for computing courses).",1997,ITiCSE-WGR,conf/iticse
647,conf/iticse/LawheadABCCDDFS97,10.1145/266057.266067,The Web and distance learning - what is appropriate and what is not (report of the ITiCSE 1997 working group on the web and distance learning).,1997,ITiCSE-WGR,conf/iticse
648,conf/iticse/NapsBJMPPT97,10.1145/266057.266062,"Using the WWW as the delivery mechanism for interactive, visualization-based instructional modules (report of the ITiCSE 1997 working group on visualization).",1997,ITiCSE-WGR,conf/iticse
649,conf/iticse/SiviterPK97,10.1145/266057.266113,Harnessing technology for effective inter- and intra-institutional collaboration (report of the ITiCSE 1997 working group on supporting inter- and intra institutional collaboration).,1997,ITiCSE-WGR,conf/iticse
650,conf/iticse/WolzPACDKLMSW97,10.1145/266057.266100,Computer-mediated communication in collaborative educational settings (report of the ITiCSE 1997 working group on CMC in collaborative educational settings).,1997,ITiCSE-WGR,conf/iticse
651,conf/iticse/1997wgr,10.1145/266057,"The supplemental proceedings of the conference on Integrating technology into computer science education - working group reports and supplemental proceedings, ITiCSE-WGR 1997, Uppsala, Sweden, 1-5 June, 1997",1997,ITiCSE-WGR,conf/iticse
652,conf/iticse/AdamsCKMEHM96,10.1145/237466.237646,Interactive multimedia pedagogies - report of the working group on interactive multimedia pedagogy.,1996,ITiCSE,conf/iticse
653,conf/iticse/AlmstrumDBGLMPSS96,10.1145/237466.237648,Evaluation - turning technology from toy to tool - report of the working group on evaluation.,1996,ITiCSE,conf/iticse
654,conf/iticse/BerginBPMNRWGKJ96,10.1145/237466.237647,An overview of visualization - its use and design - report of the working group in visualization.,1996,ITiCSE,conf/iticse
655,conf/iticse/HartleyGJMMPRS96,10.1145/237466.237649,Enhancing teaching using the Internet - report of the working group on the World Wide Web as an interactive teaching resource.,1996,ITiCSE,conf/iticse
656,conf/iticse/KnoxWJKKLMPR96,10.1145/237466.237644,Use of laboratories in computer science education - guidelines for good practice - report of the working group on computing laboratories.,1996,ITiCSE,conf/iticse
657,journals/bjet/CallaghanR21,10.1111/BJET.13055,Mobile app features that scaffold pre-school learning - Verbal feedback and leveling designs.,2021,Br. J. Educ. Technol.,journals/bjet
658,journals/bjet/FieldsKMW21,10.1111/BJET.13079,Debugging by design - A constructionist approach to high school students&apos; crafting and coding of electronic textiles as failure artefacts.,2021,Br. J. Educ. Technol.,journals/bjet
659,journals/bjet/HsiaLH21,10.1111/BJET.13073,"A creative problem solving-based flipped learning strategy for promoting students&apos; performing creativity, skills and tendencies of creative thinking and collaboration.",2021,Br. J. Educ. Technol.,journals/bjet
660,journals/bjet/ChangHKJ20,10.1111/BJET.12790,Effects of applying a VR-based two-tier test strategy to promote elementary students&apos; learning performance in a Geology class.,2020,Br. J. Educ. Technol.,journals/bjet
661,journals/bjet/ChenHL20,10.1111/BJET.12794,Impacts of a dynamic grouping strategy on students&apos; learning effectiveness and experience value in an item bank-based collaborative practice system.,2020,Br. J. Educ. Technol.,journals/bjet
662,journals/bjet/HarleyLALG20,10.1111/BJET.13019,Examining physiological and self-report indicators of empathy during learners&apos; interaction with a queer history app.,2020,Br. J. Educ. Technol.,journals/bjet
663,journals/bjet/KlingenbergJDSM20,10.1111/BJET.13029,Investigating the effect of teaching as a generative learning strategy when learning through desktop and immersive VR - A media and methods experiment.,2020,Br. J. Educ. Technol.,journals/bjet
664,journals/bjet/KynigosG20,10.1111/BJET.12898,Modifying games with ChoiCo - Integrated affordances and engineered bugs for computational thinking.,2020,Br. J. Educ. Technol.,journals/bjet
665,journals/bjet/YangLSAC20,10.1111/BJET.12985,Fostering students&apos; creativity via educational robotics - An investigation of teachers&apos; pedagogical practices based on teacher interviews.,2020,Br. J. Educ. Technol.,journals/bjet
666,journals/bjet/HwangCSL19,10.1111/BJET.12708,Effects of integrating a concept mapping-based summarization strategy into flipped learning on students&apos; reading performances and perceptions in Chinese courses.,2019,Br. J. Educ. Technol.,journals/bjet
667,journals/bjet/HuberHK18,10.1111/BJET.12667,Detailing the digital experience - Parent reports of children&apos;s media use in the home learning environment.,2018,Br. J. Educ. Technol.,journals/bjet
668,journals/bjet/HouYWSC16,10.1111/BJET.12241,Development and evaluation of a web map mind tool environment with the theory of spatial thinking and project-based learning strategy.,2016,Br. J. Educ. Technol.,journals/bjet
669,journals/bjet/KovanovicJGSH15,10.1111/BJET.12277,What public media reveals about MOOCs - A systematic analysis of news reports.,2015,Br. J. Educ. Technol.,journals/bjet
670,journals/bjet/Laborda15c,10.1111/BJET.12308_5,What teachers need to know about assessment and reporting - By Phil Ridden and Sandy Heldsinger.,2015,Br. J. Educ. Technol.,journals/bjet
671,journals/bjet/Cowan14c,10.1111/BJET.12225_6,Qualitative online interviews - By Janet Salmons.,2014,Br. J. Educ. Technol.,journals/bjet
672,journals/bjet/LawlerR13,10.1111/J.1467-8535.2012.01372.X,An interview with Robert Lawler.,2013,Br. J. Educ. Technol.,journals/bjet
673,journals/bjet/LiuKLW12,10.1111/J.1467-8535.2011.01262.X,Can verbalisers learn as well as visualisers in simulation-based CAL with predominantly visual representations? Preliminary evidence from a pilot study.,2012,Br. J. Educ. Technol.,journals/bjet
674,journals/bjet/Tsuei11,10.1111/J.1467-8535.2009.01006.X,Development of a peer-assisted learning strategy in computer-supported collaborative learning environments for elementary school students.,2011,Br. J. Educ. Technol.,journals/bjet
675,journals/bjet/Latchem10b,10.1111/J.1467-8535.2010.01061.X,Asia-Pacific research and publication in BJET - a progress report.,2010,Br. J. Educ. Technol.,journals/bjet
676,journals/bjet/ZhangFM10,10.1111/J.1467-8535.2010.01083.X,The latest progress report on ICT application in Chinese basic education.,2010,Br. J. Educ. Technol.,journals/bjet
677,journals/bjet/LimLG09,10.1111/J.1467-8535.2008.00872.X,Does concept-mapping strategy work for everyone? The levels of generativity and learners&apos; self-regulated learning skills.,2009,Br. J. Educ. Technol.,journals/bjet
678,journals/bjet/WangSNP09,10.1111/J.1467-8535.2008.00846.X,The impact of mobile learning on students&apos; learning behaviours and performance - Report from a large blended classroom.,2009,Br. J. Educ. Technol.,journals/bjet
679,journals/bjet/PazzagliaTC08,10.1111/J.1467-8535.2007.00741.X,The specific involvement of verbal and visuospatial working memory in hypermedia learning.,2008,Br. J. Educ. Technol.,journals/bjet
680,journals/bjet/Carr-ChellmanGA07,10.1111/J.1467-8535.2006.00647.X,Research apprenticeships - A report on a model graduate programme in instructional systems.,2007,Br. J. Educ. Technol.,journals/bjet
681,journals/bjet/GulikersK06,10.1111/J.1467-8535.2006.00602_2.X,The interviewer.,2006,Br. J. Educ. Technol.,journals/bjet
682,journals/bjet/TrumanT06,10.1111/J.1467-8535.2005.00533.X,An investigation of the situated learnability effects of single- and dual-modal systems in education - a report of music-oriented learning environment and science computer-assisted teaching studies.,2006,Br. J. Educ. Technol.,journals/bjet
683,journals/bjet/Deeson05,10.1111/J.1467-8535.2005.00465_7.X,Teaching the national ICT strategy.,2005,Br. J. Educ. Technol.,journals/bjet
684,journals/bjet/LeeN05,10.1111/J.1467-8535.2005.00452.X,Viewing or visualising - which concept map strategy works best on problem-solving performance?,2005,Br. J. Educ. Technol.,journals/bjet
685,journals/bjet/MacKenzie05,10.1111/J.1467-8535.2005.00529.X,Genesis - the Brynmor Jones report.,2005,Br. J. Educ. Technol.,journals/bjet
686,journals/bjet/Mitra03,10.1111/1467-8535.00333,Minimally invasive education - a progress report on the &quot;hole-in-the-wall&quot; experiments.,2003,Br. J. Educ. Technol.,journals/bjet
687,journals/bjet/NicholW00,10.1111/1467-8535.00144,"Videotutoring, non-verbal communication and initial teacher training.",2000,Br. J. Educ. Technol.,journals/bjet
688,journals/bjet/DwyerM94,10.1111/J.1467-8535.1994.TB00108.X,The effect of colour coding and test type (visual/verbal) on students identified as possessing different field dependence levels.,1994,Br. J. Educ. Technol.,journals/bjet
689,journals/bjet/GregorN94,10.1111/J.1467-8535.1994.TB00112.X,Can computers aid the process of interviewing young people?,1994,Br. J. Educ. Technol.,journals/bjet
690,journals/bjet/Twining89,10.1111/J.1467-8535.1989.TB00734.X,An alternative strategy - tackling illiteracy with educational technology.,1989,Br. J. Educ. Technol.,journals/bjet
691,conf/chiir/Allen18,10.1145/3176349.3176358,Serendipity in the Research Literature - A Phenomenology of Serendipity Reporting.,2018,CHIIR,conf/chiir
692,conf/chiir/AzpiazuDAP18,10.1145/3176349.3176379,Looking for the Movie Seven or Sven from the Movie Frozen? - A Multi-perspective Strategy for Recommending Queries for Children.,2018,CHIIR,conf/chiir
693,conf/chiir/LiuLW17,10.1145/3020165.3022146,Scroll up or down? - Using Wheel Activity as an Indicator of Browsing Strategy across Different Contextual Factors.,2017,CHIIR,conf/chiir
694,journals/cee/FlahKASS21,10.1016/J.COMPELECENG.2020.106953,Field-oriented control strategy for double-stator single-rotor and double-rotor single-stator permanent magnet machine - Design and operation.,2021,Comput. Electr. Eng.,journals/cee
695,journals/cee/GuptaMHC21,10.1016/J.COMPELECENG.2020.106896,An electromagnetic strategy to improve the performance of PV panel under partial shading.,2021,Comput. Electr. Eng.,journals/cee
696,journals/cee/KumarSK21,10.1016/J.COMPELECENG.2021.107296,Adaptive negative impedance strategy for stability improvement in DC microgrid with constant power loads.,2021,Comput. Electr. Eng.,journals/cee
697,journals/cee/MoeziK21,10.1016/J.COMPELECENG.2021.107162,Simultaneous fault localization and detection of analog circuits using deep learning approach.,2021,Comput. Electr. Eng.,journals/cee
698,journals/cee/ZhuWZX21,10.1016/J.COMPELECENG.2021.107027,A composite robust reactive control strategy for quadruped robot under external push disturbance.,2021,Comput. Electr. Eng.,journals/cee
699,journals/cee/AfrakhteB20,10.1016/J.COMPELECENG.2020.106702,A self-evolving type-2 fuzzy energy management strategy for multi-microgrid systems.,2020,Comput. Electr. Eng.,journals/cee
