,paper id,doi,title,year,forum,forum id,mendeley keywords,publication ids,mendeley id
856,conf/chi/GhoshMD20,10.1145/3334480.3383019,Towards Improving Emotion Self-report Collection using Self-reflection.,2020,CHI Extended Abstracts,conf/chi,"('Experience sampling method (esm)', 'Human emotion', 'Self-reflection', 'Self-report', 'Smartphone')","(('sgr', '85090241252'), ('isbn', '9781450368193'), ('doi', '10.1145/3334480.3383019'), ('pui', '632754576'), ('scopus', '2-s2.0-85090241252'))",7ed90680-aefd-357a-8f66-46c8ed87231d
857,conf/chi/JohnsonNFPM20,10.1145/3334480.3375206,The ECHOS Platform to Enhance Communication for Nonverbal Children with Autism - A Case Study.,2020,CHI Extended Abstracts,conf/chi,"('Affect', 'Assistive technology', 'Audio signal processing', 'Augmentative communication', 'Autism spectrum disorder', 'Machine learning', 'Minimally verbal', 'Participatory design')","(('pui', '632754937'), ('scopus', '2-s2.0-85090240850'), ('isbn', '9781450368193'), ('doi', '10.1145/3334480.3375206'), ('sgr', '85090240850'))",860fbe97-1533-3ef8-9955-026c135952af
858,conf/chi/KimKNS20,10.1145/3334480.3383075,&quot;I Can Feel Your Empathic Voice&quot; - Effects of Nonverbal Vocal Cues in Voice User Interface.,2020,CHI Extended Abstracts,conf/chi,"('Conversational agent', 'Empathic voice', 'Interpersonal agent', 'Nonverbal vocal cues')","(('pui', '632754654'), ('scopus', '2-s2.0-85090192247'), ('isbn', '9781450368193'), ('doi', '10.1145/3334480.3383075'), ('sgr', '85090192247'))",ac114792-6f69-38d2-b45c-b349b427c715
859,conf/chi/LiuAH20,10.1145/3313831.3376533,"Paths Explored, Paths Omitted, Paths Obscured - Decision Points &amp; Selective Reporting in End-to-End Data Analysis.",2020,CHI,conf/chi,"('analytic decision making', 'data analysis', 'garden of forking paths', 'interview study', 'multiverse analysis', 'reproducibility')","(('pui', '632922506'), ('scopus', '2-s2.0-85091299802'), ('isbn', '9781450367080'), ('doi', '10.1145/3313831.3376533'), ('sgr', '85091299802'), ('arxiv', '1910.13602'))",942c7afd-485f-3a81-b513-56efe1299f0f
860,conf/chi/LofflerDWH20,10.1145/3334480.3382832,Hybridity as Design Strategy for Service Robots to Become Domestic Products.,2020,CHI Extended Abstracts,conf/chi,"('Automation', 'Design', 'Domestic robots', 'Human-robot interaction', 'Service robots', 'Social robots')","(('pui', '632754859'), ('scopus', '2-s2.0-85090184607'), ('isbn', '9781450368193'), ('doi', '10.1145/3334480.3382832'), ('sgr', '85090184607'))",e5091d9d-e4d9-3143-9a0b-21be4bb3b79d
861,conf/chi/MalyshevaK20,10.1145/3334480.3383065,Bugs as Features - Describing Patterns in Student Code through a Classification of Bugs.,2020,CHI Extended Abstracts,conf/chi,"('Code puzzles', 'Human-computer collaboration', 'Novice programming', 'Parsons problems', 'Programming support')","(('pui', '632754427'), ('scopus', '2-s2.0-85090189878'), ('isbn', '9781450368193'), ('doi', '10.1145/3334480.3383065'), ('sgr', '85090189878'))",9159ba4a-e390-3e9d-acf1-db3a37a25570
862,conf/chi/Monaco20,10.1145/3313831.3376832,Bug or Feature? Covert Impairments to Human Computer Interaction.,2020,CHI,conf/chi,"('behavior change', 'cybersecurity', 'deception', 'influence', 'interaction')","(('scopus', '2-s2.0-85091320677'), ('pui', '632923188'), ('isbn', '9781450367080'), ('doi', '10.1145/3313831.3376832'), ('sgr', '85091320677'))",ee3e1a2c-bf77-3e5b-99ff-4911a8dee71c
863,conf/chi/ParkKJ20,10.1145/3391203.3391209,Challenges and Opportunities for Accessible Seoul Metropolitan Buses - An Interview Study of People with Visual Impairments.,2020,AsianCHI@CHI,conf/chi,"('Accessibility', 'Interview Study', 'Public Transportation', 'Seoul Metropolitan', 'Visual Impairments')","(('sgr', '85091398871'), ('isbn', '9781450387682'), ('doi', '10.1145/3391203.3391209'), ('pui', '632936038'), ('scopus', '2-s2.0-85091398871'))",4c9f7fc8-17b3-3a82-b2b7-0afb6aba540d
864,conf/chi/ShinSSPLJ20,10.1145/3313831.3376154,TalkingBoogie - Collaborative Mobile AAC System for Non-verbal Children with Developmental Disabilities and Their Caregivers.,2020,CHI,conf/chi,"('aac', 'accessibility', 'assistive technology', 'caregiver collaboration', 'developmental disability')","(('isbn', '9781450367080'), ('sgr', '85091297830'), ('doi', '10.1145/3313831.3376154'), ('pui', '632922892'), ('scopus', '2-s2.0-85091297830'))",3f237ef3-3ffd-321d-bef8-ffb961124bd5
865,conf/chi/TanenbaumHB20,10.1145/3313831.3376606,&quot;How do I make this thing smile?&quot; - An Inventory of Expressive Nonverbal Communication in Commercial Social Virtual Reality Platforms.,2020,CHI,conf/chi,"('nonverbal communication', 'social interactions', 'virtual reality')","(('isbn', '9781450367080'), ('sgr', '85091299005'), ('doi', '10.1145/3313831.3376606'), ('pui', '632922844'), ('scopus', '2-s2.0-85091299005'))",6778d08b-2469-3fbe-8b03-2425d8fb9db4
866,conf/chi/Wacharamanotham20,10.1145/3313831.3376448,Transparency of CHI Research Artifacts - Results of a Self-Reported Survey.,2020,CHI,conf/chi,"('data availability', 'open data', 'open science', 'public data sharing')","(('sgr', '85090224243'), ('isbn', '9781450367080'), ('doi', '10.1145/3313831.3376448'), ('pui', '632922728'), ('scopus', '2-s2.0-85090224243'))",2f1af39c-55e2-34f4-9206-f9d622d95014
867,conf/chi/WangC20,10.1145/3391203.3391205,Design Thinking for Developing a Case-based Reasoning Emotion-Sensing Robot for Interactive Interview.,2020,AsianCHI@CHI,conf/chi,"('Emotion-sensing robot', 'c-b reasoning', 'design thinking', 'machining learning', 'user-centered design')","(('sgr', '85091395778'), ('isbn', '9781450387682'), ('doi', '10.1145/3391203.3391205'), ('pui', '632936022'), ('scopus', '2-s2.0-85091395778'))",99658f9e-20df-3bb4-882f-ba2743d310c1
868,conf/chi/WilsonSPOB20,10.1145/3313831.3376171,Self-Expression by Design - Co-Designing the ExpressiBall with Minimally-Verbal Children on the Autism Spectrum.,2020,CHI,conf/chi,"('autism', 'children', 'minimally-verbal', 'modalities', 'multimodal', 'non-verbal', 'play', 'self-expression', 'tangible')","(('isbn', '9781450367080'), ('sgr', '85090235122'), ('doi', '10.1145/3313831.3376171'), ('pui', '632923133'), ('scopus', '2-s2.0-85090235122'))",6e535dae-1312-3aaf-a95f-66e508597079
869,conf/chi/XiaoZCYC20,10.1145/3313831.3376131,If I Hear You Correctly - Building and Evaluating Interview Chatbots with Active Listening Skills.,2020,CHI,conf/chi,"('active listening', 'ai chatbot', 'chatbot platform', 'conversational agents', 'deep learning', 'interview chatbot')","(('isbn', '9781450367080'), ('sgr', '85091298502'), ('doi', '10.1145/3313831.3376131'), ('pui', '632922551'), ('arxiv', '2002.01862'), ('scopus', '2-s2.0-85091298502'))",b1e09937-78d6-3b2f-a4db-50634c2dcaae
870,conf/chi/YeoKK20,10.1145/3313831.3376787,Toward Immersive Self-Driving Simulations - Reports from a User Study across Six Platforms.,2020,CHI,conf/chi,"('autonomous driving', 'driving simulator', 'immersive technology', 'mixed reality', 'on-road simulation', 'user studies')","(('pui', '632923199'), ('scopus', '2-s2.0-85091267241'), ('isbn', '9781450367080'), ('doi', '10.1145/3313831.3376787'), ('sgr', '85091267241'))",1077f772-0e12-37af-a155-40de52084f6b
871,conf/chi/AshktorabJLW19,10.1145/3290605.3300484,Resilient Chatbots - Repair Strategy Preferences for Conversational Breakdowns.,2019,CHI,conf/chi,"('Chatbots', 'Conversational agents', 'Conversational breakdown', 'Grounding', 'Repair')","(('sgr', '85065563481'), ('isbn', '9781450359702'), ('doi', '10.1145/3290605.3300484'), ('pui', '628224698'), ('scopus', '2-s2.0-85065563481'))",de262603-0ade-3dd5-971d-b621b00e9116
872,conf/chi/Berkel0KHDFK19,10.1145/3290605.3300281,Context-Informed Scheduling and Analysis - Improving Accuracy of Mobile Self-Reports.,2019,CHI,conf/chi,"('Cognition', 'Context', 'Data quality', 'EMA', 'ESM', 'Ecological momentary assessment', 'Experience sampling method', 'Questionnaires', 'Smartphones', 'Working memory')","(('pui', '628223625'), ('scopus', '2-s2.0-85067609801'), ('isbn', '9781450359702'), ('doi', '10.1145/3290605.3300281'), ('sgr', '85067609801'))",b01670fa-e182-3b13-be91-e35d99194e5d
873,conf/chi/BrackenburyDRVH19,10.1145/3290605.3300782,How Users Interpret Bugs in Trigger-Action Programming.,2019,CHI,conf/chi,"('Bugs', 'Debugging', 'End-user programming', 'IFTTT', 'Internet of things', 'IoT', 'Trigger-action programming')","(('isbn', '9781450359702'), ('sgr', '85067617124'), ('doi', '10.1145/3290605.3300782'), ('pui', '628224501'), ('scopus', '2-s2.0-85067617124'))",3c399735-40f0-336e-8947-67d4e3ea79b3
874,conf/chi/BrancoBFG19,10.1145/3290607.3313032,Designing Free-Living Reports for Parkinson&apos;s Disease.,2019,CHI Extended Abstracts,conf/chi,"('Accelerometer', 'Data-driven', 'Free-living', ""Parkinson's disease"", 'Wearable technology')","(('sgr', '85067307785'), ('isbn', '9781450359719'), ('doi', '10.1145/3290607.3313032'), ('pui', '628149796'), ('scopus', '2-s2.0-85067307785'))",92dfe65a-1d07-38f1-afce-02778e7998ec
875,conf/chi/CassidyRM19,10.1145/3290605.3300289,An Evaluation of Radar Metaphors for Providing Directional Stimuli Using Non-Verbal Sound.,2019,CHI,conf/chi,"('Accessibility', 'Augmented reality', 'Directional prompting', 'Headset', 'Radar', 'Spatial audio', 'Visual impairment')","(('isbn', '9781450359702'), ('sgr', '85067632884'), ('doi', '10.1145/3290605.3300289'), ('pui', '628223987'), ('scopus', '2-s2.0-85067632884'))",7a63a58a-5367-3f28-a102-534d28dfd005
876,conf/chi/ChandrasegaranB19,10.1145/3290605.3300807,TalkTraces - Real-Time Capture and Visualization of Verbal Content in Meetings.,2019,CHI,conf/chi,"('Collaboration', 'Real-time visualization', 'Streaming data')","(('sgr', '85067629856'), ('isbn', '9781450359702'), ('doi', '10.1145/3290605.3300807'), ('pui', '628224826'), ('scopus', '2-s2.0-85067629856'))",275adb98-c867-30c1-824f-6e8d8a1507b8
877,conf/chi/ChinY19,10.1145/3290607.3312826,Should an Agent Be Ignoring It? - A Study of Verbal Abuse Types and Conversational Agents&apos; Response Styles.,2019,CHI Extended Abstracts,conf/chi,"('Agent Abuse', 'Agent Response Style', 'Chatbot', 'Conversational AI', 'Conversational Agent', 'Verbal Abuse')","(('sgr', '85067287651'), ('isbn', '9781450359719'), ('doi', '10.1145/3290607.3312826'), ('pui', '628147502'), ('scopus', '2-s2.0-85067287651'))",d42beca4-238f-375c-b573-6e6e6cad4759
878,conf/chi/CornoRR19,10.1145/3290605.3300618,Empowering End Users in Debugging Trigger-Action Rules.,2019,CHI,conf/chi,"('End-user debugging', 'Internet of things', 'Petri nets', 'Semantic web', 'Trigger-action programming')","(('isbn', '9781450359702'), ('sgr', '85068099611'), ('doi', '10.1145/3290605.3300618'), ('pui', '628224320'), ('scopus', '2-s2.0-85068099611'))",49132c9e-450a-364e-8762-11a376e59ddc
879,conf/chi/FrierPAOS19,10.1145/3290605.3300351,Sampling Strategy for Ultrasonic Mid-Air Haptics.,2019,CHI,conf/chi,"('Haptics', 'Mid-air')","(('isbn', '9781450359702'), ('sgr', '85067630782'), ('doi', '10.1145/3290605.3300351'), ('pui', '628224211'), ('scopus', '2-s2.0-85067630782'))",06dcffe0-4941-3239-b56f-c721572c4e73
880,conf/chi/KarchemskyZWGH19,10.1145/3290605.3300728,Heimdall - A Remotely Controlled Inspection Workbench For Debugging Microcontroller Projects.,2019,CHI,conf/chi,"('Electronics', 'Embedded systems', 'Remote debugging')","(('sgr', '85067595861'), ('isbn', '9781450359702'), ('doi', '10.1145/3290605.3300728'), ('pui', '628224459'), ('scopus', '2-s2.0-85067595861'))",a14b05e6-47aa-3682-a23f-93cae54a175c
881,conf/chi/KreitzbergRSCG19,10.1145/3290607.3311746,Careers in HCI and UX - The Digital Transformation from Craft to Strategy.,2019,CHI Extended Abstracts,conf/chi,"('ACM proceedings', ""CHI'19"", 'Careers', 'Digital transformation', 'HCI', 'UX')","(('isbn', '9781450359719'), ('sgr', '85067285910'), ('doi', '10.1145/3290607.3311746'), ('pui', '628147002'), ('scopus', '2-s2.0-85067285910'))",e8e6978c-bc4a-3a9b-ac59-95099b085840
882,conf/chi/SrivastavaVLEB19,10.1145/3290605.3300816,Continuous Evaluation of Video Lectures from Real-Time Difficulty Self-Report.,2019,CHI,conf/chi,"('Audio-visual instruction', 'E-learning', 'Education', 'Video lectures')","(('pui', '628223687'), ('scopus', '2-s2.0-85067604695'), ('isbn', '9781450359702'), ('doi', '10.1145/3290605.3300816'), ('sgr', '85067604695'))",3cdf6f7e-52e1-306d-8969-50f887227a8c
883,conf/chi/StrasnickFA19,10.1145/3290605.3300278,Pinpoint - A PCB Debugging Pipeline Using Interruptible Routing and Instrumentation.,2019,CHI,conf/chi,"('Debugging', 'Design tool', 'Design-for-test', 'In-circuit testing', 'Instrumentation', 'Jig', 'PCB', 'Printed circuit board')","(('isbn', '9781450359702'), ('sgr', '85067611547'), ('doi', '10.1145/3290605.3300278'), ('pui', '628224775'), ('scopus', '2-s2.0-85067611547'))",333a1d6e-1c99-3ce3-b019-ad210cef0dbd
884,conf/chi/Wilson19,10.1145/3290607.3299076,Co-Designing Digital Technologies to Support Minimally-Verbal Children on the Autism Spectrum.,2019,CHI Extended Abstracts,conf/chi,"('Autism', 'Child-centred', 'Co-design', 'Interests', 'Methods', 'Minimally-Verbal', 'Non-verbal', 'Strengths')","(('isbn', '9781450359719'), ('sgr', '85067271627'), ('doi', '10.1145/3290607.3299076'), ('pui', '628147819'), ('scopus', '2-s2.0-85067271627'))",20702d79-c183-3a6d-9ccd-31e93e868166
885,conf/chi/WilsonBPS19,10.1145/3290605.3300251,Co-Design Beyond Words - &apos;Moments of Interaction&apos; with Minimally-Verbal Children on the Autism Spectrum.,2019,CHI,conf/chi,"('Autism', 'Child-led interaction', 'Co-design', 'Language therapy', 'Minimally-verbal', 'Non-verbal', 'Participatory design', 'Speech')","(('sgr', '85067309648'), ('isbn', '9781450359702'), ('doi', '10.1145/3290605.3300251'), ('pui', '628224386'), ('scopus', '2-s2.0-85067309648'))",ea04ea46-8786-3b6b-9a10-584dee5030e3
886,conf/chi/YoshimuraYMI19,10.1145/3290607.3312791,Extending Discrete Verbal Commands with Continuous Speech for Flexible Robot Control.,2019,CHI Extended Abstracts,conf/chi,"('Continuous Control', 'Human Robot Interaction', 'Voice Inputs')","(('isbn', '9781450359719'), ('sgr', '85067288760'), ('doi', '10.1145/3290607.3312791'), ('pui', '628147840'), ('scopus', '2-s2.0-85067288760'))",56ca0e9c-4ec0-38f8-9f5d-96da32fcce7c
887,conf/chi/AdamsMAECSGC18,10.1145/3173574.3174076,Keppi - A Tangible User Interface for Self-Reporting Pain.,2018,CHI,conf/chi,"('Chronic pain', 'EMA', 'Ecological momentary assessment', 'Pressure-based input', 'Self-report', 'Tangible user interfaces')","(('pui', '622174138'), ('scopus', '2-s2.0-85046978581'), ('issn', '1544-3558'), ('isbn', '9781450356206'), ('doi', '10.1145/3173574.3174076'), ('sgr', '85046978581'))",540a87db-688a-32a2-bff4-6c70d892e545
888,conf/chi/DodgePHAB18,10.1145/3173574.3174136,How the Experts Do It - Assessing and Explaining Agent Behaviors in Real-Time Strategy Games.,2018,CHI,conf/chi,"('Explainable AI', 'Information foraging', 'Intelligent agents', 'RTS games', 'Starcraft')","(('pui', '622174307'), ('scopus', '2-s2.0-85044533575'), ('isbn', '9781450356206'), ('doi', '10.1145/3173574.3174136'), ('sgr', '85044533575'), ('arxiv', '1711.06953'))",2dbc6d38-35b6-3804-8fa6-59141d794af1
889,conf/chi/GatehouseWBPL18,10.1145/3173574.3173683,Troubling Vulnerability - Designing with LGBT Young People&apos;s Ambivalence Towards Hate Crime Reporting.,2018,CHI,conf/chi,"('Ambiguity in design', 'Design workshops', 'Hate crime reporting', 'Lgbt young people')","(('pui', '622174292'), ('scopus', '2-s2.0-85046959726'), ('isbn', '9781450356206'), ('doi', '10.1145/3173574.3173683'), ('sgr', '85046959726'))",410e6d2c-39d0-36ef-b2e2-0e328f97409f
890,conf/chi/GlatzKBC18,10.1145/3173574.3174046,Use the Right Sound for the Right Job - Verbal Commands and Auditory Icons for a Task-Management System Favor Different Information Processes in the Brain.,2018,CHI,conf/chi,"('Auditory displays', 'Autonomous vehicles', 'Electroencephalography', 'In-vehicle interfaces', 'Notifications')","(('pui', '622174426'), ('scopus', '2-s2.0-85046959845'), ('isbn', '9781450356206'), ('doi', '10.1145/3173574.3174046'), ('sgr', '85046959845'))",d29d76b0-d415-3669-a3e3-6dd54cf5e483
891,conf/chi/LuMKA18,10.1145/3173574.3173744,Challenges and Opportunities for Technology-Supported Activity Reporting in the Workplace.,2018,CHI,conf/chi,"('Activity reporting', 'Awareness', 'Collaboration', 'Workplace')","(('isbn', '9781450356206'), ('sgr', '85046951090'), ('doi', '10.1145/3173574.3173744'), ('pui', '622174384'), ('scopus', '2-s2.0-85046951090'))",3881e07a-f02e-3d84-a5e7-8817fe057d7b
892,conf/chi/ReipschlagerOMG18,10.1145/3170427.3188679,DebugAR - Mixed Dimensional Displays for Immersive Debugging of Distributed Systems.,2018,CHI Extended Abstracts,conf/chi,"('3D Visualizations', 'Augmented Reality', 'Debugging', 'Distributed Systems', 'Interactive Surfaces', 'Multi-display Environments')","(('pui', '623199836'), ('scopus', '2-s2.0-85052023071'), ('isbn', '9781450356206'), ('doi', '10.1145/3170427.3188679'), ('sgr', '85052023071'))",71dcc68f-a0f0-377e-9347-7eae48cac7e2
893,conf/chi/RussisR18,10.1145/3170427.3188641,A Debugging Approach for Trigger-Action Programming.,2018,CHI Extended Abstracts,conf/chi,"('Debug', 'End User Development', 'Internet of Things', 'Trigger-Action')","(('sgr', '85051752589'), ('isbn', '9781450356206'), ('doi', '10.1145/3170427.3188641'), ('pui', '623199825'), ('scopus', '2-s2.0-85051752589'))",f6c41f85-5d94-3f0e-a0ca-02935cc6f291
894,conf/chi/VaizmanELW18,10.1145/3173574.3174128,ExtraSensory App - Data Collection In-the-Wild with Rich User Interface to Self-Report Behavior.,2018,CHI,conf/chi,"('Activity tracking', 'Behavioral monitoring', 'Data collection', 'Self-reporting')","(('pui', '622174187'), ('scopus', '2-s2.0-85046941404'), ('isbn', '9781450356206'), ('doi', '10.1145/3173574.3174128'), ('sgr', '85046941404'))",cb1ee699-0e00-35d6-87fe-258341cfd7d3
895,conf/chi/VegaCPKSJVH18,10.1145/3173574.3173648,Back to Analogue - Self-Reporting for Parkinson&apos;s Disease.,2018,CHI,conf/chi,"('EMA', 'Paper diary', ""Parkinson's Disease"", 'Self-report')","(('isbn', '9781450356206'), ('sgr', '85046939842'), ('doi', '10.1145/3173574.3173648'), ('pui', '622174450'), ('scopus', '2-s2.0-85046939842'))",05cdf4de-aba7-3c57-bd17-82db6b8a2f2e
896,conf/chi/BaylorBOFSS17,10.1145/3027063.3027093,UX Interviewing - Personalized Coaching to Avoid Leaving Data on the Table.,2017,CHI Extended Abstracts,conf/chi,"('Ethnography', 'Interview', 'Qualitative methods', 'Usability study')","(('isbn', '9781450346566'), ('sgr', '85019645575'), ('doi', '10.1145/3027063.3027093'), ('pui', '616380081'), ('scopus', '2-s2.0-85019645575'))",94208ffd-87c1-34e5-adca-3ceef309bbb8
897,conf/chi/BourlandGMM17,10.1145/3027063.3053129,Project Telepathy - Targeted Verbal Communication using 3D Beamforming Speakers and Facial Electromyography.,2017,CHI Extended Abstracts,conf/chi,"('Directive speakers', 'Electromyography', 'Targeted communication', 'Ultrasound')","(('isbn', '9781450346566'), ('sgr', '85019584954'), ('doi', '10.1145/3027063.3053129'), ('pui', '616380079'), ('scopus', '2-s2.0-85019584954'))",0d09ede4-6efc-39ae-bad4-3ebe58d5626a
898,conf/chi/DanisVWMO17,10.1145/3027063.3053206,Factors that Help and Hinder a Daily Weighing and Reporting Behavior.,2017,CHI Extended Abstracts,conf/chi,"('Coaching', 'Compliance', 'Daily weighing habit', 'Implementation intention', 'Smart scales')","(('pui', '616379918'), ('scopus', '2-s2.0-85019579000'), ('isbn', '9781450346566'), ('doi', '10.1145/3027063.3053206'), ('sgr', '85019579000'))",274f4fb1-3e46-3e5e-8582-5acb3fcc3aac
899,conf/chi/NobregaGVFCCMPS17,10.1145/3027063.3048411,Designing Multi-Gateway Interactions In A Multi-Player Strategy Game.,2017,CHI Extended Abstracts,conf/chi,"('Head mounted display', 'Innovative interface', 'Mobile display', 'Multiplayer games battle arena', 'Virtual reality')","(('sgr', '85019579204'), ('isbn', '9781450346566'), ('doi', '10.1145/3027063.3048411'), ('pui', '616380089'), ('scopus', '2-s2.0-85019579204'))",fc6111e1-8537-3c2d-a9f1-f3b48bfe10ac
900,conf/chi/SinghJ17,10.1145/3025453.3025856,Toward Harmonizing Self-reported and Logged Social Data for Understanding Human Behavior.,2017,CHI,conf/chi,"('Bias', 'Call-log data', 'Dissonance coefficient', 'Self-reported', 'Social ties', 'Socio-mobile behavior')","(('isbn', '9781450346559'), ('sgr', '85044865602'), ('doi', '10.1145/3025453.3025856'), ('pui', '621550166'), ('scopus', '2-s2.0-85044865602'))",43371a93-c90c-38a0-b2c6-34cac531f09f
901,conf/chi/WashRF17,10.1145/3025453.3025911,Can People Self-Report Security Accurately? - Agreement Between Self-Report and Behavioral Measures.,2017,CHI,conf/chi,"('Intentions', 'Security', 'Self-report')","(('pui', '621550157'), ('scopus', '2-s2.0-85044855980'), ('isbn', '9781450346559'), ('doi', '10.1145/3025453.3025911'), ('sgr', '85044855980'))",a5d0fd08-5b7d-3053-acf9-d25ea759846c
902,conf/chi/ZamanskyRMCHGMN17,10.1145/3027063.3052759,A Report on the First International Workshop on Research Methods in Animal-Computer Interaction.,2017,CHI Extended Abstracts,conf/chi,"('Animal-Computer Interaction', 'Research methods', 'Workshop summary')","(('sgr', '85019571420'), ('isbn', '9781450346566'), ('doi', '10.1145/3027063.3052759'), ('pui', '616380104'), ('scopus', '2-s2.0-85019571420'))",e9ab53d1-ea91-3595-89ba-bec7be223916
903,conf/chi/ZhuFM17,10.1145/3027063.3053122,Exploring the Effects of Strategy and Arousal of Cueing in Computer-Human Persuasion.,2017,CHI Extended Abstracts,conf/chi,"('Adherence', 'Arousal', 'Computer-Human Persuasion', 'Explicit', 'Implicit', 'Physical motion', 'Posture', 'Reminder')","(('pui', '616414751'), ('scopus', '2-s2.0-85019553434'), ('isbn', '9781450346566'), ('doi', '10.1145/3027063.3053122'), ('sgr', '85019553434'))",b0a07fa2-4e29-3c73-b338-eb166e2b1c46
904,conf/chi/AbeI16,10.1145/2851581.2889472,Hotaru - The Lightning Bug Game.,2016,CHI Extended Abstracts,conf/chi,"('Costumes', 'Embodied interaction', 'Game controllers', 'Games', 'Movement games', 'Physical games', 'Social wearables')","(('sgr', '85014713982'), ('isbn', '9781450340823'), ('doi', '10.1145/2851581.2889472'), ('pui', '614725669'), ('scopus', '2-s2.0-85014713982'))",de341117-7d5c-3d7c-8a73-28538ce578da
905,conf/chi/BianYGXGSM16,10.1145/2858036.2858351,Effects of Pedagogical Agent&apos;s Personality and Emotional Feedback Strategy on Chinese Students&apos; Learning Experiences and Performance - A Study Based on Virtual Tai Chi Training Studio.,2016,CHI,conf/chi,"('Emotional feedback', 'Learning experience', 'Pedagogical agent', 'Personality', 'Virtual Tai Chi training')","(('sgr', '85015023705'), ('isbn', '9781450333627'), ('doi', '10.1145/2858036.2858351'), ('pui', '614803784'), ('scopus', '2-s2.0-85015023705'))",3eda5cd8-95be-3be1-927b-7602275bdbe3
906,conf/chi/ChienHW16,10.1145/2851581.2892313,Sharing a Robotic Pet as a Maintenance Strategy for Romantic Couples in Long-Distance Relationships. - An Autobiographical Design Exploration.,2016,CHI Extended Abstracts,conf/chi,"('Autobiographical design', 'Experience design', 'Interaction design', 'Long-distance relationships', 'Robotic pet')","(('sgr', '85014676205'), ('isbn', '9781450340823'), ('doi', '10.1145/2851581.2892313'), ('pui', '614725914'), ('scopus', '2-s2.0-85014676205'))",d7bd9e11-2130-38a0-a910-be7f7abe2118
907,conf/chi/JudeGP16,10.1145/2851581.2892364,"Reporting and Visualizing Fitts&apos;s Law - Dataset, Tools and Methodologies.",2016,CHI Extended Abstracts,conf/chi,"('Fitts', ""Fitts's law"", 'Gestural interaction')","(('isbn', '9781450340823'), ('sgr', '85014656778'), ('doi', '10.1145/2851581.2892364'), ('pui', '614725921'), ('scopus', '2-s2.0-85014656778'))",b2b90728-e422-3db7-b9f5-5d6b4aa53005
908,conf/chi/KlarkowskiJWPS16,10.1145/2851581.2892485,Psychophysiology of Challenge in Play - EDA and Self-Reported Arousal.,2016,CHI Extended Abstracts,conf/chi,"('Biometrics', 'EDA', 'Games', 'Physiology', 'Play experience', 'Psychophysiology', 'Video games')","(('sgr', '85014653637'), ('isbn', '9781450340823'), ('doi', '10.1145/2851581.2892485'), ('pui', '614726228'), ('scopus', '2-s2.0-85014653637'))",51728a12-6e8a-3615-9322-f8d014f5373b
909,conf/chi/LeavittKC16,10.1145/2858036.2858132,Ping to Win? - Non-Verbal Communication and Team Performance in Competitive Online Multiplayer Games.,2016,CHI,conf/chi,"('Alerts', 'Awareness', 'Coordination', 'E-sports', 'Interruptions', 'League of Legends', 'Moba', 'Non-verbal communication', 'Online games', 'Performance', 'Pings', 'Virtual teams')","(('isbn', '9781450333627'), ('sgr', '85015081563'), ('doi', '10.1145/2858036.2858132'), ('pui', '614803814'), ('scopus', '2-s2.0-85015081563'))",1ad382a5-ca04-3db9-950b-58d955b53fb8
910,conf/chi/Liikkanen16,10.1145/2851581.2851590,UX Strategy as a Kick-starter for Design Transformation in an Engineering Company.,2016,CHI Extended Abstracts,conf/chi,"('Design practice', 'Design strategy', 'Industrial UX', 'Organizational development', 'User experience')","(('isbn', '9781450340823'), ('sgr', '85014704561'), ('doi', '10.1145/2851581.2851590'), ('pui', '614725907'), ('scopus', '2-s2.0-85014704561'))",c1eac5c3-46ac-30dd-be7e-c77242d7b6b0
911,conf/chi/LykourentzouWKD16,10.1145/2851581.2892421,Team Dating - A Self-Organized Team Formation Strategy for Collaborative Crowdsourcing.,2016,CHI Extended Abstracts,conf/chi,"('Collaborative crowdsourcing', 'Self-organization', 'Team building')","(('sgr', '85014708806'), ('isbn', '9781450340823'), ('doi', '10.1145/2851581.2892421'), ('pui', '614725692'), ('scopus', '2-s2.0-85014708806'))",3bd175e0-0698-362b-9412-b8253d6a68b2
912,conf/chi/OhLL16,10.1145/2851581.2892368,How to Report App Feedback? - Analyzing Feedback Reporting Behavior.,2016,CHI Extended Abstracts,conf/chi,"('Mobile apps', 'Usability issue', 'User feedback')","(('sgr', '85014639898'), ('isbn', '9781450340823'), ('doi', '10.1145/2851581.2892368'), ('pui', '614725737'), ('scopus', '2-s2.0-85014639898'))",6d502c88-7a4e-3ea7-9953-39200c03b142
913,conf/chi/ZhangPF16,10.1145/2858036.2858360,Examining Unlock Journaling with Diaries and Reminders for In Situ Self-Report in Health and Wellness.,2016,CHI,conf/chi,"('Experience sampling', 'Personal informatics', 'Self-tracking')","(('sgr', '85015099148'), ('isbn', '9781450333627'), ('doi', '10.1145/2858036.2858360'), ('pui', '614803420'), ('scopus', '2-s2.0-85015099148'))",33202a33-d59b-3851-bf9e-c946525e2a5f
914,conf/chi/MaiorPSW15,10.1145/2702123.2702315,Examining the Reliability of Using fNIRS in Realistic HCI Settings for Spatial and Verbal Tasks.,2015,CHI,conf/chi,"('Bci', 'Brain-computer interface', 'FNIRS', 'Functional near-infrared spectroscopy', 'Human cognition')","(('isbn', '9781450331456'), ('sgr', '84951077662'), ('doi', '10.1145/2702123.2702315'), ('pui', '607369638'), ('scopus', '2-s2.0-84951077662'))",127f5d2c-e10a-3c4a-ad6f-b52932e39225
