,doi,forum,forum id,paper id,title,year
1884,10.1145/3373376.3378452,ASPLOS,conf/asplos,conf/asplos/0001SWWKK20,Cross-Failure Bug Detection in Persistent Memory Programs.,2020
1885,10.1145/3297858.3304066,ASPLOS,conf/asplos,conf/asplos/CasiasATSW19,Debugging Support for Pattern-Matching Languages and Accelerators.,2019
1886,10.1145/3297858.3304004,ASPLOS,conf/asplos,conf/asplos/GanZHCHPD19,Seer - Leveraging Big Data to Navigate the Complexity of Performance Debugging in Cloud Microservices.,2019
1887,10.1145/3297858.3304069,ASPLOS,conf/asplos,conf/asplos/TuLSZ19,Understanding Real-World Concurrency Bugs in Go.,2019
1888,10.1145/3173162.3177161,ASPLOS,conf/asplos,conf/asplos/LiuWLLYT18,FCatch - Automatically Detecting Time-of-fault Bugs in Cloud Systems.,2018
1889,10.1145/3173162.3173174,ASPLOS,conf/asplos,conf/asplos/RiggerSMGM18,"Sulong, and Thanks for All the Bugs - Finding Errors in C Programs by Abstracting from the Native Execution Model.",2018
1890,10.1145/3037697.3037743,ASPLOS,conf/asplos,conf/asplos/HuangAZ17,Pallas - Semantic-Aware Checking for Finding Deep Bugs in Fast Path.,2017
1891,10.1145/3037697.3037735,ASPLOS,conf/asplos,conf/asplos/LiuLLLLGT17,DCatch - Automatically Detecting Distributed Concurrency Bugs in Cloud Systems.,2017
1892,10.1145/2872362.2872409,ASPLOS,conf/asplos,conf/asplos/ColinHLS16,An Energy-interference-free Hardware-Software Debugger for Intermittent Energy-harvesting Systems.,2016
1893,10.1145/2872362.2872374,ASPLOS,conf/asplos,conf/asplos/Leesatapornwongsa16,TaxDC - A Taxonomy of Non-Deterministic Concurrency Bugs in Datacenter Distributed Systems.,2016
1894,10.1145/2872362.2872389,ASPLOS,conf/asplos,conf/asplos/MaoCXS16,RID - Finding Reference Count Bugs with Inconsistent Path Pair Checking.,2016
1895,10.1145/2694344.2694366,ASPLOS,conf/asplos,conf/asplos/HicksSKS15,SPECS - A Lightweight Runtime Mechanism for Protecting Software from Security-Critical Processor Bugs.,2015
1896,10.1145/2694344.2694365,ASPLOS,conf/asplos,conf/asplos/RingenburgSACG15,Monitoring and Debugging the Quality of Results in Approximate Programs.,2015
1897,10.1145/2541940.2541960,ASPLOS,conf/asplos,conf/asplos/RuanVLS14,Transactionalizing legacy code - an experience report using GCC and Memcached.,2014
1898,10.1145/2541940.2541970,ASPLOS,conf/asplos,conf/asplos/RuwaseKGM14,Guardrail - a high fidelity approach to protecting hardware devices from buggy drivers.,2014
1899,10.1145/2451116.2451131,ASPLOS,conf/asplos,conf/asplos/SahooCGA13,Using likely invariants for automated software fault localization.,2013
1900,10.1145/2451116.2451130,ASPLOS,conf/asplos,conf/asplos/ViennotNN13,Transparent mutable replay for multicore debugging and patch validation.,2013
1901,10.1145/2451116.2451129,ASPLOS,conf/asplos,conf/asplos/ZhangKLLS13,ConAir - featherweight concurrency bug recovery via single-threaded idempotent execution.,2013
1902,10.1145/2150976.2150997,ASPLOS,conf/asplos,conf/asplos/KasikciZC12,Data races vs. data race bugs - telling the difference with portend.,2012
1903,10.1145/2150976.2150999,ASPLOS,conf/asplos,conf/asplos/VolosTSL12,Applying transactional memory to concurrency bugs.,2012
1904,10.1145/1950365.1950394,ASPLOS,conf/asplos,conf/asplos/GaoZCZQ11,2ndStrike - toward manifesting hidden concurrency typestate bugs.,2011
1905,10.1145/1950365.1950395,ASPLOS,conf/asplos,conf/asplos/ZhangLOSJLR11,ConSeq - detecting concurrency bugs through sequential errors.,2011
1906,10.1145/1736020.1736040,ASPLOS,conf/asplos,conf/asplos/BurckhardtKMN10,A randomized scheduler with probabilistic guarantees of finding bugs.,2010
1907,10.1145/1736020.1736039,ASPLOS,conf/asplos,conf/asplos/WeeratungeZJ10,Analyzing multicore dumps to facilitate concurrency bug reproduction.,2010
1908,10.1145/1736020.1736041,ASPLOS,conf/asplos,conf/asplos/ZhangSL10,ConMem - detecting severe concurrency bugs through an effect-oriented approach.,2010
1909,10.1145/1508244.1508252,ASPLOS,conf/asplos,conf/asplos/DimitrovZ09,"Anomaly-based bug prediction, isolation, and validation - an automated approach for software debugging.",2009
1910,10.1145/1508244.1508249,ASPLOS,conf/asplos,conf/asplos/ParkLZ09,CTrigger - exposing atomicity violation bugs from their hiding places.,2009
1911,10.1145/1346281.1346322,ASPLOS,conf/asplos,conf/asplos/CastroCM08,Better bug reporting with better privacy.,2008
1912,10.1145/1346281.1346323,ASPLOS,conf/asplos,conf/asplos/LuPSZ08,Learning from mistakes - a comprehensive study on real world concurrency bug characteristics.,2008
1913,10.1145/1168857.1168885,ASPLOS,conf/asplos,conf/asplos/ChilimbiG06,HeapMD - identifying heap-based bugs using anomaly detection.,2006
1914,10.1145/1181309.1181314,ASID,conf/asplos,conf/asplos/LiTWLZZ06,Have things changed now? - an empirical study of bug characteristics in modern open source software.,2006
1915,10.1145/70082.68190,ASPLOS,conf/asplos,conf/asplos/AralGS89,Efficient Debugging Primitives for Multiprocessors.,1989
1916,10.1145/36206.36187,ASPLOS,conf/asplos,conf/asplos/CargillL87,Cheap Hardware Support for Software Debugging and Profiling.,1987
1917,10.1145/800050.801837,ASPLOS,conf/asplos,conf/asplos/Johnson82,Some Requirements for Architectural Support of Software Debugging.,1982
1918,10.1145/800050.801833,ASPLOS,conf/asplos,conf/asplos/McLearST82,Guidelines for Creating a Debuggable Processor.,1982
1919,10.1080/10447318.2020.1805874,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/BakerBK20,Just Sit Back and Watch - Large Disparities between Video and Face-to-face Interview Observers in Applicant Ratings.,2020
1920,10.1080/10447318.2020.1752474,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/WuLC20,Automatic Nonverbal Mimicry Detection and Analysis in Medical Video Consultations.,2020
1921,10.1080/10447318.2018.1511180,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/AliH19,"Segmented Animation, User-Control Strategy and Cognition.",2019
1922,10.1080/10447318.2019.1597572,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/GermanySA19,Eliciting Public Display Awareness and Engagement - An Experimental Study and Semantic Strategy.,2019
1923,10.1080/10447318.2018.1561786,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/KiddR19,System Attributes that Influence Reported Improvement in Drivers&apos; Experiences with Adaptive Cruise Control and Active Lane Keeping after Daily Use in Five Production Vehicles.,2019
1924,10.1080/10447318.2018.1449713,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/MarchioriMR19,Do Individual Characteristics Influence the Types of Technostress Reported by Workers?,2019
1925,10.1080/10447318.2018.1543085,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/WangMH19,Strategies for Multimedia Learning Object Recommendation in a Language Learning Support System - Verbal Learners Vs. Visual Learners.,2019
1926,10.1080/10447318.2015.1045242,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/HochhauserGW15,Negotiation Strategy Video Modeling Training for Adolescents with Autism Spectrum Disorder - A Usability Study.,2015
1927,10.1080/10447318.2014.906158,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/CullenDRF14,The Effects of Experience and Strategy on Visual Attention Allocation in an Automated Multiple-Task Environment.,2014
1928,10.1080/10447318.2013.839900,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/GortariG14,Altered Visual Perception in Game Transfer Phenomena - An Empirical Self-Report Study.,2014
1929,10.1080/10447318.2012.758529,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/McDonaldZE13,Dual Verbal Elicitation - The Complementary Use of Concurrent and Retrospective Reporting Within a Usability Test.,2013
1930,10.1080/10447318.2011.622969,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/WestermanSTG12,Structuring Users&apos; Self-Report Responses to Website Designs.,2012
1931,10.1080/10447318.2011.555303,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/Clemmensen11,Templates for Cross-Cultural and Culturally Specific Usability Testing - Results From Field Studies and Ethnographic Interviewing in Three Countries.,2011
1932,10.1080/10447310902964132,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/PriceLFGSJ09,Nomadic Speech-Based Text Entry - A Decision Model Strategy for Improved Speech to Text Processing.,2009
1933,10.1207/S15327590IJHC2103_4,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/ChoeKLLA06,Evaluating and Improving a Self-Help Technical Support Web Site - Use of Focus Group Interviews.,2006
1934,10.1207/S15327590IJHC2102_4,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/HoeghNOPS06,The Impact of Usability Reports and User Test Observations on Developers&apos; Understanding of Usability Data - An Exploratory Study.,2006
1935,10.1080/10447310609526172,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/LamKDA06,Effective display of medical laboratory report results on small screens - Evaluation of linear and hierarchical displays.,2006
1936,10.1207/S15327590IJHC2002_1,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/ShneidermanFCRMCEEGHJKNNPSST06,Creativity Support Tools - Report From a U.S. National Science Foundation Sponsored Workshop.,2006
1937,10.1207/S15327590IJHC1601_5,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/SiauM03,Analyzing ERP Implementation at a Public University Using the Innovation Strategy Model.,2003
1938,10.1080/10447319409526093,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/ChaoS94,"Percentage of procedural knowledge acquired as a function of the number of experts from whom knowledge is acquired for diagnosis, debugging, and interpretation tasks.",1994
1939,10.1080/10447319109526013,Int. J. Hum. Comput. Interact.,journals/ijhci,journals/ijhci/Tsuchiya91,Reconsidering engineering efficiency from the viewpoint of the disabled - The final report of the research and development group on handicapped ergonomics (R&amp;DGHE).,1991
1940,10.1142/S0218194021400040,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/Chen21,Constructing Bug Knowledge Graph as a Service for Bug Search.,2021
1941,10.1142/S0218194021500212,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/DuttaJM21,MuSim - Mutation-based Fault Localization Using Test Case Proximity.,2021
1942,10.1142/S0218194020400306,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/LiLLML20,Is Bug Severity in Line with Bug Fixing Change Complexity?,2020
1943,10.1142/S0218194020500199,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/NamYK20,Winning Strategy Tree Construction for BDD-Based ATL Model Checkers.,2020
1944,10.1142/S0218194020500242,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/Vujosevic-Janicic20,Concurrent Bug Finding Based on Bounded Model Checking.,2020
1945,10.1142/S0218194019500074,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/GuoCLZL19,Identify Severity Bug Report with Distribution Imbalance by CR-SMOTE and ELM.,2019
1946,10.1142/S0218194019500311,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/HamdyE19,SMOTE and Feature Selection for More Effective Bug Severity Prediction.,2019
1947,10.1142/S0218194019500050,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/LiGCGGH19,The Influence Ranking for Testers in Bug Tracking Systems.,2019
1948,10.1142/S0218194019500207,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/ZhangHLM19,A Commit Messages-Based Bug Localization for Android Applications.,2019
1949,10.1142/S0218194019500256,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/ZhaoHC19,A Unified Framework for Bug Report Assignment.,2019
1950,10.1142/S0218194018500158,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/LiuWCJ18,Predicting the Severity of Bug Reports Based on Feature Selection.,2018
1951,10.1142/S0218194018500055,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/ShriramKN18,Empirical Study on the Distribution of Bugs in Software Systems.,2018
1952,10.1142/S0218194018500316,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/XueSN18,Assessing the Effectiveness of Coverage-Based Fault Localizations Using Mutants.,2018
1953,10.1142/S0218194017500152,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/Hui17,Utilization of Dependence and Weight to Improve Fault Localization Method of Regression Test Cases.,2017
1954,10.1142/S0218194017400083,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/IslamMRS17,Comparing Software Bugs in Clone and Non-clone Code - An Empirical Study.,2017
1955,10.1142/S0218194017500322,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/JiangNZZR17,PRST - A PageRank-Based Summarization Technique for Summarizing Bug Reports with Duplicates.,2017
1956,10.1142/S0218194017500474,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/PangXN17,Fault Localizations Through Feature Selections.,2017
1957,10.1142/S0218194017500346,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/ZhouTCH17,Augmenting Bug Localization with Part-of-Speech and Invocation.,2017
1958,10.1142/S0218194016500352,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/LimsetthoHMM16,Unsupervised Bug Report Categorization Using Clustering and Labeling Algorithm.,2016
1959,10.1142/S0218194016710030,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/LiuTYYJMX16,A Multi-Source Approach for Bug Triage.,2016
1960,10.1142/S0218194016500273,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/NagwaniV16,Generating Intelligent Summary Terms for Improving Knowledge Discovery in Software Bug Repositories.,2016
1961,10.1142/S021819401650011X,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/NettoBA16,An Automated Approach for Scheduling Bug Fix Tasks.,2016
1962,10.1142/S0218194016500170,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/ZhangYLC16,Guiding Bug Triage through Developer Analysis in Bug Reports.,2016
1963,10.1142/S0218194014500053,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/NagwaniV14,A Comparative Study of Bug Classification Algorithms.,2014
1964,10.1142/S0218194014500181,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/XieHTN14,A Strategy to Formalize Specification and Its Application to an Advanced Railway System.,2014
1965,10.1142/S0218194013500186,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/MiaoCLZZ13,A Clustering-Based Strategy to Identify Coincidental Correctness in Fault Localization.,2013
1966,10.1142/S0218194013500289,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/ZhaoZWY13,A Fault Localization Framework to Alleviate the Impact of Execution Similarity.,2013
1967,10.1142/S0218194012500209,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/PeischlRW12,Automated Debugging of Verilog Designs.,2012
1968,10.1142/S0218194011005505,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/XuDWG11,Ties within Fault Localization rankings - Exposing and Addressing the Problem.,2011
1969,10.1142/S021819400900426X,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/WongQ09,Bp Neural Network-Based Effective Fault Localization.,2009
1970,10.1142/S0218194007003264,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/EdwardsH07,A Flexible Strategy for Embedding and Configuring Run-Time Contract Checks in .Net Components.,2007
1971,10.1142/S0218194001000475,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/YuTPC01,A Study on a Path-based Strategy for Selecting Black-box Generated Test Cases.,2001
1972,10.1142/S0218194000000213,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/PfahlL00,Knowledge Acquisition and Process Guidance for Building System Dynamics Simulation Models - an Experience Report from Software Industry.,2000
1973,10.1142/S0218194099000036,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/CanforaLL99,An Incremental Object-Oriented Migration Strategy for RPG Legacy Systems.,1999
1974,10.1142/S0218194096000259,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/AugustonF96,Parforman - an Assertion Language for Specifying Behavior when Debugging Parallel Applications.,1996
1975,10.1142/S0218194096000168,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/TsaiBY96,A System for Visualizing and Debugging Distributed Real-Time Systems with Monitoring Support.,1996
1976,10.1142/S0218194094000118,Int. J. Softw. Eng. Knowl. Eng.,journals/ijseke,journals/ijseke/TsaiLN94,Debugging Logic-Based Requirements Specifications for Safety-Critical Systems - a FRORL Approach.,1994
1977,10.1142/S0218126621300051,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/ManouchehriGTM21,Distributed Neural Observer-Based Formation Strategy of Non-Affine Nonlinear Multi-Agent Systems with Unknown Dynamics.,2021
1978,10.1142/S0218126621500535,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/WangWL21,A Passed Test Case Cluster Method to Improve Fault Localization.,2021
1979,10.1142/S021812662050262X,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/ChenYX20,A 28 GHz LNA Circuit Layout Debug through Electromagnetic Analysis.,2020
1980,10.1142/S0218126620500103,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/SengarL20,An Efficient Load Forecasting in Predictive Control Strategy Using Hybrid Neural Network.,2020
1981,10.1142/S0218126620500826,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/WangS0H20,A Dynamic Channel Reservation Strategy Based on Priorities of Multi-Traffic and Multi-User in LEO Satellite Networks.,2020
1982,10.1142/S0218126619500579,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/AbbassiMSAC19,Optimal Energy Management Strategy and Novel Control Approach for DPGSs Under Unbalanced Grid Faults.,2019
1983,10.1142/S0218126618502328,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/RamasamyKSAA18,Three-Dimensional Space Vector Modulation Strategy for Capacitor Balancing in Split Inductor Neutral-Point Clamped Multilevel Inverters.,2018
1984,10.1142/S0218126617500244,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/KenneSN17,Adaptive PI Control Strategy for a Self-Excited Induction Generator Driven by a Variable Speed Wind Turbine.,2017
1985,10.1142/S0218126617501110,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/WangL17,Fault-Tolerant Strategy for Real-Time System Based on Evolvable Hardware.,2017
1986,10.1142/S0218126611007682,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/WuX11,A New Dynamic Functional Unit Allocation Strategy in High-Level Synthesis to Achieve Power-Area Trade-Offs.,2011
1987,10.1142/S0218126606003398,J. Circuits Syst. Comput.,journals/jcsc,journals/jcsc/WangLL06,Rom Reduction for OFDM System Using Time-Stealing Strategy.,2006
1988,10.1111/JCAL.12524,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/BurinGMM21,"Expository multimedia comprehension in E-learning - Presentation format, verbal ability and working memory capacity.",2021
1989,10.1111/JCAL.12499,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/HwangCSH21,Powering up flipped learning - An online learning environment with a concept map-guided problem-posing strategy.,2021
1990,10.1111/JCAL.12419,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/ChenLCTP20,Collective reflection strategy for moderating conformity tendency and promoting reflective judgment performance.,2020
1991,10.1111/JCAL.12398,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/DanielsB20,Students&apos; perceived usefulness of computerized percentage-only vs. descriptive score Reports - Associations with motivation and grades.,2020
1992,10.1111/JCAL.12453,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/HanPE20,Students&apos; self-report and observed learning orientations in blended university course design - How are they related to each other and to academic performance?,2020
1993,10.1111/JCAL.12320,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/HsiaJLL19,Designating &quot;hot&quot; items in multiple-choice questions - A strategy for reviewing course materials.,2019
1994,10.1111/JCAL.12381,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/Koc-JanuchtaHEL19,Does modality play a role? Visual-verbal cognitive style and multimedia learning.,2019
1995,10.1111/JCAL.12328,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/LeeL19,Processing of texts and videos - A strategy-focused analysis.,2019
1996,10.1111/JCAL.12253,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/KrauskopfF18,When knowing is believing - A multi-trait analysis of self-reported TPCK.,2018
1997,10.1111/JCAL.12238,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/LeeYTWP18,ViDA - A virtual debugging advisor for supporting learning in computer programming courses.,2018
1998,10.1111/JCAL.12175,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/Schneider-Barnes17,Presentation Trainer - what experts and computers can tell about your nonverbal communication.,2017
1999,10.1111/JCAL.12156,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/CevikA16,Roles of working memory performance and instructional strategy in complex cognitive task performance.,2016
2000,10.1111/JCAL.12072,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/Liang15,The effects of keyword cues and 3R strategy on children&apos;s e-book reading.,2015
2001,10.1111/JCAL.12041,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/ChenZL14,Listening strategy use and influential factors in Web-based computer assisted language learning.,2014
2002,10.1111/J.1365-2729.2010.00388.X,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/KarakostasD11,Enhancing collaborative learning through dynamic forms of support - the impact of an adaptive domain-specific support strategy.,2011
2003,10.1111/J.1365-2729.2010.00345.X,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/SungHLC10,Mobile guide system using problem-solving strategy for museum learning - a sequential learning behavioural pattern analysis.,2010
2004,10.1111/J.1365-2729.2008.00275.X,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/SanginDRBM08,The effects of animations on verbal interaction in computer supported collaborative learning.,2008
2005,10.1111/J.1365-2729.2006.00161.X,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/PalaigeorgiouDDT06,Synergies and barriers with electronic verbatim notes (eVerNotes) - note taking and report writing with eVerNotes.,2006
2006,10.1111/J.1365-2729.2006.00166.X,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/WangWWH06,Learning styles and formative assessment strategy - enhancing student achievement in Web-based learning.,2006
2007,10.1111/J.1365-2729.2005.00112.X,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/Salovaara05,An exploration of students&apos; strategy use in inquiry-based computer-supported collaborative learning.,2005
2008,10.1111/J.1365-2729.2004.00097.X,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/JongLWC04,Diagnostic and remedial learning strategy based on conceptual graphs.,2004
2009,10.1111/J.1365-2729.2004.00043.X,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/Waite04,Tools for the job - a report of two surveys of information and communications technology training and use for literacy in primary schools in the West of England.,2004
2010,10.1046/J.0266-4909.2002.00218.X,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/Dowling02,Regional Report - Australia.,2002
2011,10.1111/J.1365-2729.2001.00159.X,J. Comput. Assist. Learn.,journals/jcal,journals/jcal/ChenOLL01,Intervention and strategy analysis for web group-learning.,2001
2012,10.1002/SMR.2316,J. Softw. Evol. Process.,journals/smr,journals/smr/SorboGVP21,Investigating the criticality of user-reported issues through their relations with app rating.,2021
2013,10.1002/SMR.2312,J. Softw. Evol. Process.,journals/smr,journals/smr/ZhangLMYXW21,Improving deep-learning-based fault localization with resampling.,2021
2014,10.1002/SMR.2250,J. Softw. Evol. Process.,journals/smr,journals/smr/BadashianS20,Guidelines for evaluating bug-assignment research.,2020
2015,10.1002/SMR.2179,J. Softw. Evol. Process.,journals/smr,journals/smr/PagliariMT20,Engineering cyber-physical systems through performance-based modelling and analysis - A case study experience report.,2020
2016,10.1002/SMR.2236,J. Softw. Evol. Process.,journals/smr,journals/smr/SneedV20,Cost-driven software migration - An experience report.,2020
2017,10.1002/SMR.2173,J. Softw. Evol. Process.,journals/smr,journals/smr/CamposM19,Discovering common bug-fix patterns - A large-scale observational study.,2019
2018,10.1002/SMR.2150,J. Softw. Evol. Process.,journals/smr,journals/smr/ChatterjeeS19,"A unified approach of testing coverage-based software reliability growth modelling with fault detection probability, imperfect debugging, and change point.",2019
2019,10.1002/SMR.2169,J. Softw. Evol. Process.,journals/smr,journals/smr/JohanssenKPB19,Continuous software engineering and its support by usage and decision knowledge - An interview study with practitioners.,2019
2020,10.1002/SMR.2184,J. Softw. Evol. Process.,journals/smr,journals/smr/KarimICI19,Identifying and predicting key features to support bug reporting.,2019
2021,10.1002/SMR.2162,J. Softw. Evol. Process.,journals/smr,journals/smr/OzdagogluK19,Monitoring the software bug-fixing process through the process mining approach.,2019
2022,10.1002/SMR.2178,J. Softw. Evol. Process.,journals/smr,journals/smr/ZakariL19,Parallel debugging - An investigative study.,2019
2023,10.1002/SMR.1911,J. Softw. Evol. Process.,journals/smr,journals/smr/WolskiWKC18,Software quality model for a research-driven organization - An experience report.,2018
2024,10.1002/SMR.1821,J. Softw. Evol. Process.,journals/smr,journals/smr/AggarwalTRHSG17,Detecting duplicate bug reports with software engineering domain knowledge.,2017
2025,10.1002/SMR.1867,J. Softw. Evol. Process.,journals/smr,journals/smr/FilhoPA17,Analysis of task allocation in distributed software development through a hybrid methodology of verbal decision analysis.,2017
2026,10.1002/SMR.1789,J. Softw. Evol. Process.,journals/smr,journals/smr/NayrollesHTL17,A bug reproduction approach based on directed model checking and crash traces.,2017
2027,10.1002/SMR.1876,J. Softw. Evol. Process.,journals/smr,journals/smr/OlssonB17,From ad hoc to strategic ecosystem management - the &quot;Three-Layer Ecosystem Strategy Model&quot; (TeLESM).,2017
2028,10.1002/SMR.1805,J. Softw. Evol. Process.,journals/smr,journals/smr/SismanAK17,Exploiting spatial code proximity and order for improved source code retrieval for bug localization.,2017
2029,10.1002/SMR.1824,J. Softw. Evol. Process.,journals/smr,journals/smr/AkmanOAG16,Experience report - implementing requirement traceability throughout the software development life cycle.,2016
2030,10.1002/SMR.1777,J. Softw. Evol. Process.,journals/smr,journals/smr/KarimRRG016,An empirical investigation of single-objective and multiobjective evolutionary algorithms for developer&apos;s assignment to bugs.,2016
2031,10.1002/SMR.1799,J. Softw. Evol. Process.,journals/smr,journals/smr/PerezA16,Framing program comprehension as fault localization.,2016
2032,10.1002/SMR.1773,J. Softw. Evol. Process.,journals/smr,journals/smr/RodegheroHDMG16,An empirical study on how expert knowledge affects bug reports.,2016
2033,10.1002/SMR.1801,J. Softw. Evol. Process.,journals/smr,journals/smr/WangL16,AmaLgam+ - Composing Rich Information Sources for Accurate Bug Localization.,2016
2034,10.1002/SMR.1770,J. Softw. Evol. Process.,journals/smr,journals/smr/ZhouTGG16,Combining text mining and data mining for bug report classification.,2016
2035,10.1002/SMR.1724,J. Softw. Evol. Process.,journals/smr,journals/smr/Pries-HejeJ15,Choosing change strategy for ISO/IEC 33014.,2015
2036,10.1002/SMR.1706,J. Softw. Evol. Process.,journals/smr,journals/smr/XiaLWZ15,Dual analysis for recommending developers to resolve bugs.,2015
2037,10.1002/SMR.1576,J. Softw. Evol. Process.,journals/smr,journals/smr/AlegriaBQO14,MDE-based process tailoring strategy.,2014
2038,10.1002/SMR.1619,J. Softw. Evol. Process.,journals/smr,journals/smr/DaviesRW14,Comparing text-based and dependence-based approaches for determining the origins of bugs.,2014
2039,10.1002/SMR.1610,J. Softw. Evol. Process.,journals/smr,journals/smr/KaynakK14,Experience report - implementation of a multi-standard compliant process improvement program.,2014
