,doi,forum,forum id,paper id,title,year,mendeley keywords,publication ids,mendeley id
130,10.1109/ICSE-SEET52601.2021.00011,ICSE,conf/icse,conf/icse/ChongTT21,"Assessing the Students&apos; Understanding and their Mistakes in Code Review Checklists - An Experience Report of 1, 791 Code Review Checklist Questions from 394 Students.",2021,(),"(('doi', '10.1109/icse-seet52601.2021.00011'),)",8a9c10c8-aa99-3216-abfb-b6eb21eb027d
131,10.1109/ICSE43902.2021.00091,ICSE,conf/icse,conf/icse/CooperBCMP21,It Takes Two to TANGO - Combining Visual and Textual Information for Detecting Duplicate Video-Based Bug Reports.,2021,(),"(('doi', '10.1109/icse43902.2021.00091'), ('arxiv', '2101.09194'))",c4e72211-eb96-3f00-99cd-76c628ce97f7
132,10.1109/ICSE-COMPANION52605.2021.00067,ICSE,conf/icse,conf/icse/CooperBCMP21a,A Replication Package for It Takes Two to Tango - Combining Visual and Textual Information for Detecting Duplicate Video-Based Bug Reports.,2021,(),"(('doi', '10.1109/icse-companion52605.2021.00067'),)",36e8de8e-9b68-3ab0-a09d-7b177df3c1f9
133,10.1109/ICSE-SEET52601.2021.00013,ICSE,conf/icse,conf/icse/DaunBGKW21,Teaching Model-Based Requirements Engineering to Industry Professionals - An Experience Report.,2021,(),"(('doi', '10.1109/icse-seet52601.2021.00013'),)",eb595a38-de2b-3b52-a070-ee76dee19468
134,10.1109/ICSE43902.2021.00092,ICSE,conf/icse,conf/icse/HaeringSM21,Automatically Matching Bug Reports With Related App Reviews.,2021,(),"(('doi', '10.1109/icse43902.2021.00092'), ('arxiv', '2102.07134'))",b8a0e0f7-2dc5-3af5-ab37-3c7aa5c38cb3
135,10.1109/ICSE43902.2021.00021,ICSE,conf/icse,conf/icse/JiaLYZXLWL21,DepOwl - Detecting Dependency Bugs to Prevent Compatibility Failures.,2021,(),"(('doi', '10.1109/icse43902.2021.00021'), ('arxiv', '2102.08543'))",75f03cee-e6db-3f83-91cc-2071cadd0c6f
136,10.1109/ICSE43902.2021.00069,ICSE,conf/icse,conf/icse/JiangLNZH21,Extracting Concise Bug-Fixing Patches from Human-Written Patches in Version Control Systems.,2021,(),"(('doi', '10.1109/icse43902.2021.00069'), ('arxiv', '2103.00156'))",fda587aa-ba61-3b25-b04c-d08efe46e5ba
137,10.1109/ICSE-COMPANION52605.2021.00102,ICSE,conf/icse,conf/icse/JuSKH21a,"Research Tools, Survey Responses, and Interview Analysis from a Case Study of Onboarding Software Teams at Microsoft.",2021,(),"(('doi', '10.1109/icse-companion52605.2021.00102'),)",44d0456d-fb17-3e82-81a1-1663c056838c
138,10.1109/ICSE43902.2021.00066,ICSE,conf/icse,conf/icse/KucukHP21,Improving Fault Localization by Integrating Value and Predicate Based Causal Inference Techniques.,2021,(),"(('doi', '10.1109/icse43902.2021.00066'), ('arxiv', '2102.06292'))",8a3b6bf8-f3d6-3cd6-9c2c-8d1c13dad44e
139,10.1109/ICSE-COMPANION52605.2021.00078,ICSE,conf/icse,conf/icse/KucukHP21a,Artifact for Improving Fault Localization by Integrating Value and Predicate Based Causal Inference Techniques.,2021,(),"(('doi', '10.1109/icse-companion52605.2021.00078'),)",49bfadfd-aec4-3f35-969a-df81ed082764
140,10.1109/ICSE-NIER52604.2021.00025,ICSE,conf/icse,conf/icse/LeFU0GT21,DIRECTDEBUG - Automated Testing and Debugging of Feature Models.,2021,(),"(('doi', '10.1109/icse-nier52604.2021.00025'), ('arxiv', '2102.05949'))",cbce5fc5-ad63-3309-acc9-899cb19f12f7
141,10.1109/ICSE43902.2021.00067,ICSE,conf/icse,conf/icse/Li0N21a,Fault Localization with Code Coverage Representation Learning.,2021,(),"(('doi', '10.1109/icse43902.2021.00067'), ('arxiv', '2103.00270'))",aa8140da-84c9-33e6-98f6-afc8058c2bf7
142,10.1109/ICSE43902.2021.00051,ICSE,conf/icse,conf/icse/Makhshari021,IoT Bugs and Development Challenges.,2021,(),"(('doi', '10.1109/icse43902.2021.00051'),)",e39869e0-d3a6-3295-8a70-9b8235b7bbf6
143,10.1109/ICSE-COMPANION52605.2021.00103,ICSE,conf/icse,conf/icse/Makhshari021a,IoT Development In The Wild - Bug Taxonomy and Developer Challenges.,2021,(),"(('doi', '10.1109/icse-companion52605.2021.00103'),)",c5b808f6-c200-3ba3-ab92-75d1810421b8
144,10.1109/ICSE-SEIP52600.2021.00028,ICSE,conf/icse,conf/icse/MuraliGQ021,Industry-Scale IR-Based Bug Localization - A Perspective from Facebook.,2021,(),"(('doi', '10.1109/icse-seip52600.2021.00028'), ('arxiv', '2010.09977'))",342e7db3-1001-3edf-b8a9-b9361200bb1d
145,10.1109/ICSE-SEIP52600.2021.00012,ICSE,conf/icse,conf/icse/NuryyevNBB21,Challenges of Implementing Software Variability in Eclipse OMR - An Interview Study.,2021,(),"(('doi', '10.1109/icse-seip52600.2021.00012'),)",677bebff-c602-3db5-a031-4614a2522da4
146,10.1109/ICSE-SEET52601.2021.00009,ICSE,conf/icse,conf/icse/TanHLZZ21,GitHub-OSS Fixit - Fixing Bugs at Scale in a Software Engineering Course.,2021,(),"(('doi', '10.1109/icse-seet52601.2021.00009'), ('arxiv', '2011.14392'))",d39abb3e-62dc-3db9-8ead-08db11a7ff0e
147,10.1109/ICSE43902.2021.00073,ICSE,conf/icse,conf/icse/TrueloveA021,We&apos;ll Fix It in Post - What Do Bug Fixes in Video Game Update Notes Tell Us?,2021,(),"(('doi', '10.1109/icse43902.2021.00073'), ('arxiv', '2103.03997'))",4ed5b3fb-66ba-334a-843b-086cbd7e679d
148,10.1109/ICSE-COMPANION52605.2021.00120,ICSE,conf/icse,conf/icse/TrueloveA021a,We&apos;ll Fix it in Post - What Do Bug Fixes in Video Game Update Notes Tell Us?,2021,(),"(('doi', '10.1109/icse-companion52605.2021.00120'),)",0f7723fc-1365-333f-8b83-c5f326b53ff8
149,10.1109/ICSE43902.2021.00117,ICSE,conf/icse,conf/icse/Wang00GW21,Automatic Solution Summarization for Crash Bugs.,2021,(),"(('doi', '10.1109/icse43902.2021.00117'),)",ad9bf973-94b5-356d-a253-3418aa9e621f
150,10.1109/ICSE43902.2021.00034,ICSE,conf/icse,conf/icse/WardatLR21,DeepLocalize - Fault Localization for Deep Neural Networks.,2021,(),"(('doi', '10.1109/icse43902.2021.00034'), ('arxiv', '2103.03376'))",691cba67-1a42-3a83-a368-9bfaac8b99ee
151,10.1109/ICSE43902.2021.00090,ICSE,conf/icse,conf/icse/YuFCWLC21,Prioritize Crowdsourced Test Reports via Deep Screenshot Understanding.,2021,(),"(('doi', '10.1109/icse43902.2021.00090'), ('arxiv', '2102.09747'))",568a584b-67ac-3500-bd59-b5af78382eba
152,10.1109/ICSE43902.2021.00065,ICSE,conf/icse,conf/icse/ZhengNBRFAB21,FLACK - Counterexample-Guided Fault Localization for Alloy Models.,2021,(),"(('doi', '10.1109/icse43902.2021.00065'), ('arxiv', '2102.10152'))",108c0132-cd10-301d-afac-aabde64f3335
153,10.1109/ICSE-COMPANION52605.2021.00077,ICSE,conf/icse,conf/icse/ZhengNBRFAB21a,Artifact of &apos;FLACK - Counterexample-Guided Fault Localization for Alloy Models&apos;.,2021,(),"(('doi', '10.1109/icse-companion52605.2021.00077'),)",6d96558e-de98-3dab-8d3c-19fa4b00706f
154,10.1145/3387940.3392236,ICSE,conf/icse,conf/icse/AnvikG20,Are Automatic Bug Report Summarizers Missing the Target?,2020,"('bug report summarization', 'gold-standard summary', 'human annotation', 'software bug reports')","(('sgr', '85093093815'), ('isbn', '9781450379632'), ('scopus', '2-s2.0-85093093815'), ('doi', '10.1145/3387940.3392236'), ('pui', '633172058'))",214c6c2b-3f6e-3406-82e3-a77a51b5b8a3
155,10.1145/3377816.3381738,ICSE,conf/icse,conf/icse/ArokiamB20,Automatically predicting bug severity early in the development process.,2020,"('bug severity', 'machine learning', 'natural language processing')","(('sgr', '85104613561'), ('isbn', '9781450371261'), ('scopus', '2-s2.0-85104613561'), ('doi', '10.1145/3377816.3381738'), ('issn', '02705257'), ('pui', '634852699'))",fdc89a87-efdb-3b32-a06b-d7f325991931
156,10.1145/3387940.3392182,ICSE,conf/icse,conf/icse/AsadGS20,Impact of Similarity on Repairing Small Programs - A Case Study on QuixBugs Benchmark.,2020,"('automated program repair', 'quixbugs', 'semantic similarity', 'syntactic similarity')","(('sgr', '85093103326'), ('isbn', '9781450379632'), ('scopus', '2-s2.0-85093103326'), ('doi', '10.1145/3387940.3392182'), ('pui', '633172045'))",585fa154-05e9-356f-83d8-b5b074b1f288
157,10.1145/3377815.3381372,ICSE-SEIS,conf/icse,conf/icse/BehrooziSBP20,Debugging hiring - what went right and what went wrong in the technical interview process.,2020,"('Career', 'Hiring practices', 'Interview feedback', 'Opinion mining', 'Reviews', 'Software engineering', 'Technical interviews', 'Whiteboard')","(('sgr', '85092748182'), ('isbn', '9781450371247'), ('scopus', '2-s2.0-85092748182'), ('doi', '10.1145/3377815.3381372'), ('issn', '02705257'), ('pui', '633131319'))",8d88c1a1-2746-35c0-8522-4d83e2948b83
158,10.1145/3387903.3389303,AST@ICSE,conf/icse,conf/icse/BleserNR20,A Delta-Debugging Approach to Assessing the Resilience of Actor Programs through Run-time Test Perturbations.,2020,"('Delta Debugging', 'Fault Injection', 'Resilience Testing', 'Test Amplification')","(('pui', '633181095'), ('doi', '10.1145/3387903.3389303'), ('isbn', '9781450379571'), ('sgr', '85093531686'), ('scopus', '2-s2.0-85093531686'))",91b9d8d6-0b6a-3dcb-a6d7-59d02259ba78
159,10.1145/3377811.3380381,ICSE,conf/icse,conf/icse/ChowdhurySJC20,SLEMI - equivalence modulo input (EMI) based mutation of CPS models for finding compiler bugs in Simulink.,2020,"('Cyber-physical systems', 'Differential testing', 'Equivalence modulo input', 'Model mutation', 'Simulink')","(('issn', '02705257'), ('pui', '633251948'), ('doi', '10.1145/3377811.3380381'), ('isbn', '9781450371216'), ('sgr', '85094098731'), ('scopus', '2-s2.0-85094098731'))",2e46ae04-30b1-3d9a-95a3-82f3adaef8de
160,10.1145/3377812.3382147,ICSE,conf/icse,conf/icse/ChowdhurySJC20a,SLEMI - finding simulink compiler bugs through equivalence modulo input (EMI).,2020,"('Cyber-physical systems', 'Simulink', 'differential testing', 'equivalence modulo input', 'model mutation')","(('issn', '02705257'), ('pui', '633812925'), ('doi', '10.1145/3377812.3382147'), ('isbn', '9781450371223'), ('sgr', '85098544484'), ('scopus', '2-s2.0-85098544484'))",a923cdb1-8580-3f1e-a1d0-492b8a73755b
161,10.1145/3387940.3392164,ICSE,conf/icse,conf/icse/DekhtyarSS20,Educating Project Stakeholders - A Preliminary Report.,2020,(),"(('pui', '633171914'), ('doi', '10.1145/3387940.3392164'), ('scopus', '2-s2.0-85093067729'), ('isbn', '9781450379632'), ('sgr', '85093067729'))",d88be0cf-04e8-3d05-aacc-48573050a3db
162,10.1145/3377813.3381364,ICSE,conf/icse,conf/icse/Fischer-Nielsen20,The forgotten case of the dependency bugs - on the example of the robot operating system.,2020,(),"(('pui', '633103041'), ('doi', '10.1145/3377813.3381364'), ('scopus', '2-s2.0-85079847755'), ('isbn', '9781450371230'), ('sgr', '85079847755'), ('issn', '02705257'))",7aff88d4-0b12-3430-95e6-a8fbad7e7b46
163,10.1145/3377811.3380397,ICSE,conf/icse,conf/icse/GarciaF0AXC20,A comprehensive study of autonomous vehicle bugs.,2020,"('Autonomous vehicles', 'Bugs', 'Defects', 'Empirical software engineering')","(('sgr', '85094325596'), ('isbn', '9781450371216'), ('scopus', '2-s2.0-85094325596'), ('doi', '10.1145/3377811.3380397'), ('issn', '02705257'), ('pui', '633253685'))",2a2cede6-fe32-3e28-84b1-7233f67769ce
164,10.1145/3387906.3388623,TechDebt@ICSE,conf/icse,conf/icse/GauthierJKHSBL20,Trade-offs in managing risk and technical debt in industrial research labs - an experience report.,2020,(),"(('pui', '633172427'), ('doi', '10.1145/3387906.3388623'), ('scopus', '2-s2.0-85093072518'), ('isbn', '9781450379601'), ('sgr', '85093072518'))",20e1e147-454a-395e-8c3c-c2c34b0d6530
165,10.1145/3377816.3381721,ICSE,conf/icse,conf/icse/Herbold20,With registered reports towards large scale data curation.,2020,"('data curation', 'mechanical turk', 'registered reports', 'research turk')","(('issn', '02705257'), ('pui', '634852650'), ('doi', '10.1145/3377816.3381721'), ('isbn', '9781450371261'), ('arxiv', '2001.01972'), ('sgr', '85104635843'), ('scopus', '2-s2.0-85104635843'))",29179b04-1b32-3391-a7b5-553c41092718
166,10.1145/3387940.3391479,ICSE,conf/icse,conf/icse/IngramCBU20,Generating Real-World Impact from Academic Research - Experience Report from a University Impact Hub.,2020,"('inter-disciplinary research', 'research impact', 'university-industry collaboration')","(('pui', '633172003'), ('doi', '10.1145/3387940.3391479'), ('scopus', '2-s2.0-85093122872'), ('isbn', '9781450379632'), ('sgr', '85093122872'))",cfd7f301-13a7-3eb3-a58f-100577757e10
167,10.1145/3377816.3381746,ICSE,conf/icse,conf/icse/JeonH20,Threats to validity in experimenting mutation-based fault localization.,2020,(),"(('pui', '634852725'), ('doi', '10.1145/3377816.3381746'), ('scopus', '2-s2.0-85104668953'), ('isbn', '9781450371261'), ('issn', '02705257'), ('sgr', '85104668953'))",e2cafb11-12de-3088-9ad2-0ae8332ca226
168,10.1145/3377813.3381371,ICSE,conf/icse,conf/icse/KimSSSJPMK20,Automatic abnormal log detection by analyzing log history for providing debugging insight.,2020,"('Debugging', 'Log Analysis', 'Software Testing', 'Statistics', 'Test Result Analysis', 'Text Mining')","(('issn', '02705257'), ('pui', '633103056'), ('doi', '10.1145/3377813.3381371'), ('isbn', '9781450371230'), ('sgr', '85092553491'), ('scopus', '2-s2.0-85092553491'))",09f96a68-4a67-3028-9b24-f9cd9cd26d06
169,10.1145/3377811.3380329,ICSE,conf/icse,conf/icse/KirschnerSZ20,Debugging inputs.,2020,(),"(('doi', '10.1145/3377811.3380329'),)",800e18c9-d542-3644-bfea-ab81b2dafe1e
170,10.1145/3377812.3390797,ICSE,conf/icse,conf/icse/KirschnerSZ20a,Debugging inputs.,2020,"('delta debugging', 'input repair', 'software testing and debugging')","(('sgr', '85098551004'), ('isbn', '9781450371223'), ('scopus', '2-s2.0-85098551004'), ('doi', '10.1145/3377812.3390797'), ('issn', '02705257'), ('pui', '633812880'))",e1b73148-5951-38d1-ac8e-edba504db126
171,10.1145/3377812.3382172,ICSE,conf/icse,conf/icse/Li20b,Improving bug detection and fixing via code representation learning.,2020,(),"(('issn', '02705257'), ('pui', '633812847'), ('doi', '10.1145/3377812.3382172'), ('isbn', '9781450371223'), ('sgr', '85098558215'), ('scopus', '2-s2.0-85098558215'))",38729486-d682-3ed9-b328-f51cbaaa0519
172,10.1145/3377813.3381355,ICSE,conf/icse,conf/icse/LiGFLZL20,Automated bug reproduction from user reviews for Android applications.,2020,"('Android Applications', 'Bug Reproduction', 'User Review Analysis')","(('pui', '633103016'), ('doi', '10.1145/3377813.3381355'), ('scopus', '2-s2.0-85092563846'), ('isbn', '9781450371230'), ('sgr', '85092563846'), ('issn', '02705257'))",eb5c8357-1ffb-3086-a26e-331fc6990b2c
173,10.1145/3377812.3390906,ICSE,conf/icse,conf/icse/LiT20,Bugine - a bug report recommendation system for Android apps.,2020,"('Android apps', 'bug report', 'recommendation system')","(('issn', '02705257'), ('pui', '633812985'), ('doi', '10.1145/3377812.3390906'), ('isbn', '9781450371223'), ('sgr', '85098582930'), ('scopus', '2-s2.0-85098582930'))",7c3b1d68-51bb-3774-953a-7506e9bcf1d7
174,10.1145/3377811.3380442,ICSE,conf/icse,conf/icse/MaCZFXCZX20,Impact analysis of cross-project bugs on software ecosystems.,2020,"('Bug impact', 'Cross-project bugs', 'Dependence analysis', 'Software ecosystems', 'Symbolic constraints')","(('pui', '633253249'), ('doi', '10.1145/3377811.3380442'), ('scopus', '2-s2.0-85094314442'), ('isbn', '9781450371216'), ('sgr', '85094314442'), ('issn', '02705257'))",451097de-6c87-3588-850f-f1c92b4330dd
175,10.1145/3377816.3381731,ICSE,conf/icse,conf/icse/Miranskyy0D20,Is your quantum program bug-free?,2020,(),"(('sgr', '85104669318'), ('isbn', '9781450371261'), ('scopus', '2-s2.0-85104669318'), ('doi', '10.1145/3377816.3381731'), ('arxiv', '2001.10870'), ('issn', '02705257'), ('pui', '634852708'))",b4747c59-15cb-31ab-b5df-e763f3877207
176,10.1145/3377812.3382175,ICSE,conf/icse,conf/icse/Pan20,Does fixing bug increase robustness in deep learning?,2020,"('bug fix', 'bugs', 'deep neural networks', 'robustness')","(('pui', '633812760'), ('doi', '10.1145/3377812.3382175'), ('scopus', '2-s2.0-85098595852'), ('isbn', '9781450371223'), ('issn', '02705257'), ('sgr', '85098595852'))",cde4e52d-10a7-32f5-b7e5-cf6cc1e36ee2
177,10.1145/3377813.3381369,ICSE,conf/icse,conf/icse/QianYPMF020,Debugging crashes using continuous contrast set mining.,2020,"('Contrast set mining', 'Crash analysis', 'Descriptive rules', 'Emerging patterns', 'Multiple hypothesis testing', 'Rule learning', 'Subgroup discovery')","(('sgr', '85092555131'), ('isbn', '9781450371230'), ('scopus', '2-s2.0-85092555131'), ('doi', '10.1145/3377813.3381369'), ('issn', '02705257'), ('arxiv', '1911.04768'), ('pui', '633103052'))",da835707-f407-3783-988f-4045a7f7c539
178,10.1145/3377812.3382163,ICSE,conf/icse,conf/icse/Shrestha20,Automatic generation of simulink models to find bugs in a cyber-physical system tool chain using deep learning.,2020,"('CPS', 'LSTM', 'Simulink', 'compiler testing', 'deep learning', 'fuzzing', 'language models', 'model driven software engineering')","(('sgr', '85098580129'), ('isbn', '9781450371223'), ('scopus', '2-s2.0-85098580129'), ('doi', '10.1145/3377812.3382163'), ('issn', '02705257'), ('pui', '633812997'))",95181f24-66a9-3050-a870-d41b8b74a57b
179,10.1145/3387906.3388629,TechDebt@ICSE,conf/icse,conf/icse/SundelinGW20,The hidden cost of backward compatibility - when deprecation turns into technical debt - an experience report.,2020,"('automated test base', 'backwards compatibility', 'deprecation', 'technical debt')","(('pui', '633172451'), ('doi', '10.1145/3387906.3388629'), ('scopus', '2-s2.0-85093112486'), ('isbn', '9781450379601'), ('sgr', '85093112486'))",77bc72a4-2df2-3cf0-a08e-c88519b0c25e
180,10.1145/3377811.3380349,ICSE,conf/icse,conf/icse/TanL20,Collaborative bug finding for Android apps.,2020,"('Android apps', 'Collaborative programming', 'Recommendation system', 'Test generation')","(('pui', '633253739'), ('doi', '10.1145/3377811.3380349'), ('scopus', '2-s2.0-85094130539'), ('isbn', '9781450371216'), ('sgr', '85094130539'), ('issn', '02705257'))",3d309fb8-1671-3d22-9649-00697049a8b3
181,10.1145/3377811.3380423,ICSE,conf/icse,conf/icse/TaoMLXZ20,TRADER - trace divergence analysis and embedding regulation for debugging recurrent neural networks.,2020,(),"(('pui', '633250812'), ('doi', '10.1145/3377811.3380423'), ('scopus', '2-s2.0-85094321849'), ('isbn', '9781450371216'), ('sgr', '85094321849'), ('issn', '02705257'))",dcfa74ac-9947-3276-b601-be7036be1512
182,10.1145/3377812.3382138,ICSE,conf/icse,conf/icse/TianYFL20,FuRong - fusing report of automated Android testing on multi-devices.,2020,"('Android Testing', 'Automated Testing', 'Bug Classification', 'Bug Report')","(('issn', '02705257'), ('pui', '633812882'), ('doi', '10.1145/3377812.3382138'), ('isbn', '9781450371223'), ('sgr', '85098559688'), ('scopus', '2-s2.0-85098559688'))",aac6e809-c469-3f1d-8b06-a5154f477b14
183,10.1145/3377816.3381743,ICSE,conf/icse,conf/icse/Wen0C20,Boosting automated program repair with bug-inducing commits.,2020,"('Automated Program Repair', 'Bug-Inducing Commits')","(('issn', '02705257'), ('pui', '634852715'), ('doi', '10.1145/3377816.3381743'), ('isbn', '9781450371261'), ('sgr', '85104647677'), ('scopus', '2-s2.0-85104647677'))",20deede4-d9ea-3094-af6a-e92f43d6f7fe
184,10.1145/3387940.3391487,ICSE,conf/icse,conf/icse/WoodEM20,Dialogue Act Classification for Virtual Agents for Software Engineers during Debugging.,2020,"('dialogue act classification', 'intelligent agents', 'software engineering', 'transfer learning')","(('pui', '633172079'), ('doi', '10.1145/3387940.3391487'), ('scopus', '2-s2.0-85093116715'), ('isbn', '9781450379632'), ('sgr', '85093116715'))",621291df-de27-35cf-865a-f3a18b47307b
185,10.1145/3377811.3380358,ICSE,conf/icse,conf/icse/WuOZZ0Z20,Simulee - detecting CUDA synchronization bugs via memory-access modeling.,2020,(),"(('sgr', '85094322900'), ('isbn', '9781450371216'), ('scopus', '2-s2.0-85094322900'), ('doi', '10.1145/3377811.3380358'), ('issn', '02705257'), ('pui', '633253879'))",97152f24-bf93-3bc7-abd2-cb9c7213ac0c
186,10.1109/MOBILESOFT.2019.00021,MOBILESoft@ICSE,conf/icse,conf/icse/AljedaaniNAG19,A comparison of bugs across the iOS and Android platforms of two open source cross platform browser apps.,2019,"('Google Chromium', 'Issue repository', 'Mozilla Firefox', 'empirical studies', 'issue fixing', 'issue reports', 'topic model')","(('pui', '629386600'), ('doi', '10.1109/MOBILESoft.2019.00021'), ('scopus', '2-s2.0-85072532509'), ('isbn', '9781728133959'), ('sgr', '85072532509'))",f3b6403b-c2fb-359f-a28e-638755368de4
187,10.1109/ICSE.2019.00031,ICSE,conf/icse,conf/icse/AmarR19,Mining historical test logs to predict bugs and localize faults in the test logs.,2019,"('Faults', 'Industry', 'Logs', 'Testing')","(('pui', '629355693'), ('doi', '10.1109/ICSE.2019.00031'), ('scopus', '2-s2.0-85072285699'), ('isbn', '9781728108698'), ('sgr', '85072285699'), ('issn', '02705257'))",ce80c71c-6512-3fed-9ff3-70f1dc4f7c31
188,10.1109/ICSE-COMPANION.2019.00093,ICSE,conf/icse,conf/icse/BachPHA19,Dynamic unit test extraction via time travel debugging for test cost reduction.,2019,"('Dynamic unit test extraction', 'Multiple stage testing strategy', 'Test carving', 'Test cost reduction', 'Unit test generation')","(('pui', '629237584'), ('doi', '10.1109/ICSE-Companion.2019.00093'), ('scopus', '2-s2.0-85071871958'), ('isbn', '9781728117645'), ('sgr', '85071871958'))",2241e7a5-673b-3c8e-a1de-b26a56a48428
189,10.1109/ICSE-COMPANION.2019.00050,ICSE,conf/icse,conf/icse/Barbon0SY19,Visual debugging of behavioural models.,2019,"('Bugs', 'Counterexample', 'Model checking', 'Visualization techniques')","(('pui', '629237633'), ('doi', '10.1109/ICSE-Companion.2019.00050'), ('scopus', '2-s2.0-85071835309'), ('isbn', '9781728117645'), ('sgr', '85071835309'))",0428e0f3-fe37-312e-a42f-ba2201cbaa19
190,10.1109/ICSE-COMPANION.2019.00035,ICSE,conf/icse,conf/icse/BentonGZ19,Defexts - a curated dataset of reproducible real-world bugs for modern JVM languages.,2019,"('Benchmark', 'Bug', 'Dataset', 'Groovy', 'JVM', 'Java virtual machine', 'Kotlin', 'Scala', 'Software testing')","(('pui', '629237322'), ('doi', '10.1109/ICSE-Companion.2019.00035'), ('isbn', '9781728117645'), ('sgr', '85070767371'), ('scopus', '2-s2.0-85070767371'))",e668414f-8e83-3db1-8f7d-3f2094613246
191,10.1109/ICSE-COMPANION.2019.00122,ICSE,conf/icse,conf/icse/BeszedesHPG19,Leveraging contextual information from function call chains to improve fault localization.,2019,"('Call stack trace', 'Function call chains', 'Spectrum Based Fault Localization', 'Testing and debugging')","(('pui', '629238407'), ('doi', '10.1109/ICSE-Companion.2019.00122'), ('isbn', '9781728117645'), ('sgr', '85071868181'), ('scopus', '2-s2.0-85071868181'))",9b350ef8-a6de-37a3-b39c-9e8df1a2ff60
192,10.1109/ICSE-COMPANION.2019.00027,ICSE,conf/icse,conf/icse/BuhseWZMG19,VeDebug - regression debugging tool for Java.,2019,"('Interactive debugging', 'Regression debugging', 'VeDebug')","(('sgr', '85071883739'), ('isbn', '9781728117645'), ('scopus', '2-s2.0-85071883739'), ('doi', '10.1109/ICSE-Companion.2019.00027'), ('pui', '629237529'))",77a9f99e-edb1-3e88-b7a7-9ea21ddc5af0
193,10.1109/SESOS/WDES.2019.00010,SESoS-WDES@ICSE,conf/icse,conf/icse/CaraturanG19,Major challenges of systems-of-systems with cloud and DevOps - a financial experience report.,2019,"('Cloud', 'DevSecOps', 'Financial Institution', 'IT Governance', 'IT Processes', 'Systems-of-Systems')","(('pui', '629859334'), ('doi', '10.1109/SESoS/WDES.2019.00010'), ('scopus', '2-s2.0-85075018149'), ('isbn', '9781728134390'), ('sgr', '85075018149'))",c8f3bd96-0dd9-3fa6-b6bd-83f3c72e1084
194,10.1109/MOBILESOFT.2019.00023,MOBILESoft@ICSE,conf/icse,conf/icse/CatolinoNF19,Cross-project just-in-time bug prediction for mobile apps - an empirical assessment.,2019,"('Empirical study', 'JIT bug prediction', 'Metrics')","(('pui', '635175634'), ('doi', '10.1109/MOBILESoft.2019.00023'), ('scopus', '2-s2.0-85076864424'), ('isbn', '9781728133959'), ('sgr', '85076864424'))",9904b500-f291-3c4a-b285-cccbc362cefa
195,10.1109/ICSE-COMPANION.2019.00055,ICSE,conf/icse,conf/icse/Chen19,An empirical study on leveraging logs for debugging production failures.,2019,"('Events Log', 'Mining Software Repository Data', 'Production Errors', 'Static Analysis')","(('pui', '629236634'), ('doi', '10.1109/ICSE-Companion.2019.00055'), ('scopus', '2-s2.0-85071873884'), ('isbn', '9781728117645'), ('sgr', '85071873884'))",f35a5a71-274f-3254-8d76-b78aaa86cdea
196,10.1109/ICSE.2019.00048,ICSE,conf/icse,conf/icse/DmeiriTWBLDVR19,BugSwarm - mining and continuously growing a dataset of reproducible failures and fixes.,2019,"('Bug Database', 'Experiment Infrastructure', 'Program Analysis', 'Reproducibility', 'Software Testing')","(('sgr', '85067958238'), ('isbn', '9781728108698'), ('scopus', '2-s2.0-85067958238'), ('doi', '10.1109/ICSE.2019.00048'), ('issn', '02705257'), ('arxiv', '1903.06725'), ('pui', '629356007'))",36bf9f16-5308-36ae-a270-4f40b5f1911e
197,10.1109/ICSE-COMPANION.2019.00026,ICSE,conf/icse,conf/icse/GadelhaSC0N19,SMT-based refutation of spurious bug reports in the clang static analyzer.,2019,"('Clang', 'SMT Solvers', 'Static analysis')","(('pui', '629236905'), ('doi', '10.1109/ICSE-Companion.2019.00026'), ('scopus', '2-s2.0-85071869815'), ('isbn', '9781728117645'), ('sgr', '85071869815'), ('arxiv', '1810.12041'))",cd6411d6-e0b6-3d14-bc30-7a88175b9b13
198,10.1109/ICSE-COMPANION.2019.00119,ICSE,conf/icse,conf/icse/GambiHF19,Automatically reconstructing car crashes from police reports for testing self-driving cars.,2019,"('Natural language processing', 'Procedural content generation', 'Self-driving cars', 'Test case generation')","(('sgr', '85071882981'), ('isbn', '9781728117645'), ('scopus', '2-s2.0-85071882981'), ('doi', '10.1109/ICSE-Companion.2019.00119'), ('pui', '629237394'))",ae7ed44a-82cb-3590-b366-c6c2c4b1e1ca
199,10.1109/ICSE.2019.00096,ICSE,conf/icse,conf/icse/HaoFJL019,CTRAS - crowdsourced test report aggregation and summarization.,2019,"('crowdsourced testing', 'duplicate bug reports', 'summarization')","(('sgr', '85070620301'), ('isbn', '9781728108698'), ('scopus', '2-s2.0-85070620301'), ('doi', '10.1109/ICSE.2019.00096'), ('issn', '02705257'), ('pui', '629356227'))",99985f7f-b2d5-3712-81ae-2b2a0756c6a2
